      1  0.1000000E-01  -0.1360136601E-02  0.6164420552E-01   0.9246630828E-01
      2  0.2000000E-01  -0.5037116616E-02  0.6162841456E-01   0.9244262184E-01
      3  0.3000000E-01  -0.1058225319E-01  0.6161123362E-01   0.9241685043E-01
      4  0.4000000E-01  -0.1727565709E-01  0.6158695750E-01   0.9238043625E-01
      5  0.5000000E-01  -0.2439490902E-01  0.6155028658E-01   0.9232542987E-01
      6  0.6000000E-01  -0.3127221334E-01  0.6149610988E-01   0.9224416483E-01
      7  0.7000000E-01  -0.3731328515E-01  0.6142084407E-01   0.9213126611E-01
      8  0.8000000E-01  -0.4199742759E-01  0.6132421295E-01   0.9198631943E-01
      9  0.9000000E-01  -0.4487216639E-01  0.6121113261E-01   0.9181669892E-01
     10  0.1000000E+00  -0.4554798478E-01  0.6109357500E-01   0.9164036249E-01
     11  0.1100000E+00  -0.4369427708E-01  0.6099229974E-01   0.9148844961E-01
     12  0.1200000E+00  -0.3903616247E-01  0.6093837071E-01   0.9140755607E-01
     13  0.1300000E+00  -0.3135170081E-01  0.6097438973E-01   0.9146158460E-01
     14  0.1400000E+00  -0.2046928732E-01  0.6115539462E-01   0.9173309193E-01
     15  0.1500000E+00  -0.6265170057E-02  0.6154938715E-01   0.9232408072E-01
     16  0.1600000E+00   0.1133888730E-01  0.6223746828E-01   0.9335620241E-01
     17  0.1700000E+00   0.3237778637E-01  0.6331357022E-01   0.9497035533E-01
     18  0.1800000E+00   0.5684515303E-01  0.6488378754E-01   0.9732568131E-01
     19  0.1900000E+00   0.8469536002E-01  0.6706532180E-01   0.1005979827E+00
     20  0.2000000E+00   0.1158456337E+00  0.6998506642E-01   0.1049775996E+00
     21  0.2100000E+00   0.1501784236E+00  0.7377787707E-01   0.1106668156E+00
     22  0.2200000E+00   0.1875441029E+00  0.7858458269E-01   0.1178768740E+00
     23  0.2300000E+00   0.2277640884E+00  0.8454978293E-01   0.1268246744E+00
     24  0.2400000E+00   0.2706342850E+00  0.9181957056E-01   0.1377293558E+00
     25  0.2500000E+00   0.3159288098E+00  0.1005391799E+00   0.1508087698E+00
     26  0.2600000E+00   0.3634038497E+00  0.1108506402E+00   0.1662759603E+00
     27  0.2700000E+00   0.4128008455E+00  0.1228904535E+00   0.1843356802E+00
     28  0.2800000E+00   0.4638492921E+00  0.1367872820E+00   0.2051809230E+00
     29  0.2900000E+00   0.5162691453E+00  0.1526596982E+00   0.2289895473E+00
     30  0.3000000E+00   0.5697729743E+00  0.1706140477E+00   0.2559210715E+00
     31  0.3100000E+00   0.6240681918E+00  0.1907425051E+00   0.2861137577E+00
     32  0.3200000E+00   0.6788593486E+00  0.2131213327E+00   0.3196819991E+00
     33  0.3300000E+00   0.7338506362E+00  0.2378095035E+00   0.3567142552E+00
     34  0.3400000E+00   0.7887487582E+00  0.2648477253E+00   0.3972715880E+00
     35  0.3500000E+00   0.8432658154E+00  0.2942578345E+00   0.4413867517E+00
     36  0.3600000E+00   0.8971220011E+00  0.3260425271E+00   0.4890637907E+00
     37  0.3700000E+00   0.9500479164E+00  0.3601853761E+00   0.5402780641E+00
     38  0.3800000E+00   0.1001786500E+01  0.3966510801E+00   0.5949766201E+00
     39  0.3900000E+00   0.1052094569E+01  0.4353858431E+00   0.6530787646E+00
     40  0.4000000E+00   0.1100744118E+01  0.4763181273E+00   0.7144771909E+00
     41  0.4100000E+00   0.1147523258E+01  0.5193594221E+00   0.7790391332E+00
     42  0.4200000E+00   0.1192237059E+01  0.5644051509E+00   0.8466077263E+00
     43  0.4300000E+00   0.1234708256E+01  0.6113358116E+00   0.9170037175E+00
     44  0.4400000E+00   0.1274777857E+01  0.6600182659E+00   0.9900273988E+00
     45  0.4500000E+00   0.1312305612E+01  0.7103071714E+00   0.1065460757E+01
     46  0.4600000E+00   0.1347170362E+01  0.7620465135E+00   0.1143069770E+01
     47  0.4700000E+00   0.1379270240E+01  0.8150712373E+00   0.1222606856E+01
     48  0.4800000E+00   0.1408522717E+01  0.8692088966E+00   0.1303813345E+01
     49  0.4900000E+00   0.1434864485E+01  0.9242813086E+00   0.1386421963E+01
     50  0.5000000E+00   0.1458251228E+01  0.9801062305E+00   0.1470159346E+01
     51  0.5100000E+00   0.1478657262E+01  0.1036499021E+01   0.1554748531E+01
     52  0.5200000E+00   0.1496074967E+01  0.1093274187E+01   0.1639911281E+01
     53  0.5300000E+00   0.1510514167E+01  0.1150246951E+01   0.1725370427E+01
     54  0.5400000E+00   0.1522001386E+01  0.1207234725E+01   0.1810852087E+01
     55  0.5500000E+00   0.1530578837E+01  0.1264058386E+01   0.1896087579E+01
     56  0.5600000E+00   0.1536303387E+01  0.1320543504E+01   0.1980815256E+01
     57  0.5700000E+00   0.1539245530E+01  0.1376521625E+01   0.2064782438E+01
     58  0.5800000E+00   0.1539488106E+01  0.1431831215E+01   0.2147746823E+01
     59  0.5900000E+00   0.1537125007E+01  0.1486318584E+01   0.2229477875E+01
     60  0.6000000E+00   0.1532259805E+01  0.1539838724E+01   0.2309758085E+01
     61  0.6100000E+00   0.1525004217E+01  0.1592255597E+01   0.2388383395E+01
     62  0.6200000E+00   0.1515476844E+01  0.1643442647E+01   0.2465163970E+01
     63  0.6300000E+00   0.1503802106E+01  0.1693283480E+01   0.2539925221E+01
     64  0.6400000E+00   0.1490109151E+01  0.1741672604E+01   0.2612508906E+01
     65  0.6500000E+00   0.1474530021E+01  0.1788514785E+01   0.2682772178E+01
     66  0.6600000E+00   0.1457198094E+01  0.1833724486E+01   0.2750586729E+01
