      1  0.1000000E-01  -0.1773796791E-02  0.6417661065E-01   0.9626491598E-01
      2  0.2000000E-01  -0.5864397404E-02  0.6408885609E-01   0.9613328414E-01
      3  0.3000000E-01  -0.1256108547E-01  0.6400231058E-01   0.9600346587E-01
      4  0.4000000E-01  -0.2169934147E-01  0.6391103644E-01   0.9586655467E-01
      5  0.5000000E-01  -0.3311098956E-01  0.6381300371E-01   0.9571950556E-01
      6  0.6000000E-01  -0.4662910401E-01  0.6370930497E-01   0.9556395747E-01
      7  0.7000000E-01  -0.6208688191E-01  0.6360212305E-01   0.9540318459E-01
      8  0.8000000E-01  -0.7931844162E-01  0.6349304346E-01   0.9523956521E-01
      9  0.9000000E-01  -0.9816072440E-01  0.6338274849E-01   0.9507412274E-01
     10  0.1000000E+00  -0.1184547215E+00  0.6327147344E-01   0.9490721017E-01
     11  0.1100000E+00  -0.1400456212E+00  0.6315932377E-01   0.9473898566E-01
     12  0.1200000E+00  -0.1627824853E+00  0.6304626438E-01   0.9456939658E-01
     13  0.1300000E+00  -0.1865180528E+00  0.6293200724E-01   0.9439801087E-01
     14  0.1400000E+00  -0.2111088093E+00  0.6281596702E-01   0.9422395054E-01
     15  0.1500000E+00  -0.2364152902E+00  0.6269727883E-01   0.9404591825E-01
     16  0.1600000E+00  -0.2623025643E+00  0.6257483229E-01   0.9386224844E-01
     17  0.1700000E+00  -0.2886409531E+00  0.6244729334E-01   0.9367094001E-01
     18  0.1800000E+00  -0.3153070056E+00  0.6231311235E-01   0.9346966853E-01
     19  0.1900000E+00  -0.3421845592E+00  0.6217052537E-01   0.9325578805E-01
     20  0.2000000E+00  -0.3691659343E+00  0.6201754410E-01   0.9302631616E-01
     21  0.2100000E+00  -0.3961531283E+00  0.6185194830E-01   0.9277792246E-01
     22  0.2200000E+00  -0.4230587702E+00  0.6167127167E-01   0.9250690751E-01
     23  0.2300000E+00  -0.4498066095E+00  0.6147275527E-01   0.9220913290E-01
     24  0.2400000E+00  -0.4763313986E+00  0.6125328963E-01   0.9187993444E-01
     25  0.2500000E+00  -0.5025781639E+00  0.6100934465E-01   0.9151401698E-01
     26  0.2600000E+00  -0.5285009297E+00  0.6073688494E-01   0.9110532740E-01
     27  0.2700000E+00  -0.5540614435E+00  0.6043132253E-01   0.9064698379E-01
     28  0.2800000E+00  -0.5792282266E+00  0.6008751137E-01   0.9013126705E-01
     29  0.2900000E+00  -0.6039761682E+00  0.5969978789E-01   0.8954968184E-01
     30  0.3000000E+00  -0.6282866588E+00  0.5926206952E-01   0.8889310427E-01
     31  0.3100000E+00  -0.6521480196E+00  0.5876801560E-01   0.8815202339E-01
     32  0.3200000E+00  -0.6755558213E+00  0.5821123703E-01   0.8731685553E-01
     33  0.3300000E+00  -0.6985127759E+00  0.5758552717E-01   0.8637829075E-01
     34  0.3400000E+00  -0.7210280330E+00  0.5688505330E-01   0.8532757993E-01
     35  0.3500000E+00  -0.7431160238E+00  0.5610447339E-01   0.8415671007E-01
     36  0.3600000E+00  -0.7647951399E+00  0.5523897968E-01   0.8285846950E-01
     37  0.3700000E+00  -0.7860865232E+00  0.5428426644E-01   0.8142639965E-01
     38  0.3800000E+00  -0.8070131801E+00  0.5323645071E-01   0.7985467605E-01
     39  0.3900000E+00  -0.8275994535E+00  0.5209198349E-01   0.7813797522E-01
     40  0.4000000E+00  -0.8478707598E+00  0.5084759404E-01   0.7627139104E-01
     41  0.4100000E+00  -0.8678534589E+00  0.4950025876E-01   0.7425038812E-01
     42  0.4200000E+00  -0.8875747335E+00  0.4804720061E-01   0.7207080089E-01
     43  0.4300000E+00  -0.9070624159E+00  0.4648589770E-01   0.6972884652E-01
     44  0.4400000E+00  -0.9263447448E+00  0.4481409466E-01   0.6722114196E-01
     45  0.4500000E+00  -0.9454500752E+00  0.4302980529E-01   0.6454470791E-01
     46  0.4600000E+00  -0.9644065649E+00  0.4113130381E-01   0.6169695569E-01
     47  0.4700000E+00  -0.9832418576E+00  0.3911711390E-01   0.5867567083E-01
     48  0.4800000E+00  -0.1001982779E+01  0.3698599553E-01   0.5547899328E-01
     49  0.4900000E+00  -0.1020655065E+01  0.3473693280E-01   0.5210539917E-01
     50  0.5000000E+00  -0.1039283133E+01  0.3236911404E-01   0.4855367104E-01
     51  0.5100000E+00  -0.1057889882E+01  0.2988192224E-01   0.4482288333E-01
     52  0.5200000E+00  -0.1076496579E+01  0.2727493107E-01   0.4091239658E-01
     53  0.5300000E+00  -0.1095122785E+01  0.2454789910E-01   0.3682184863E-01
     54  0.5400000E+00  -0.1113786375E+01  0.2170077572E-01   0.3255116356E-01
     55  0.5500000E+00  -0.1132503622E+01  0.1873371263E-01   0.2810056891E-01
     56  0.5600000E+00  -0.1151289268E+01  0.1564706407E-01   0.2347059607E-01
     57  0.5700000E+00  -0.1170156680E+01  0.1244140900E-01   0.1866211347E-01
     58  0.5800000E+00  -0.1189118019E+01  0.9117572232E-02   0.1367635831E-01
     59  0.5900000E+00  -0.1208184356E+01  0.5676632426E-02   0.8514948603E-02
     60  0.6000000E+00  -0.1227365769E+01  0.2119930460E-02   0.3179895653E-02
     61  0.6100000E+00  -0.1246671404E+01 -0.1550922449E-02  -0.2326383711E-02
     62  0.6200000E+00  -0.1266109532E+01 -0.5334039258E-02  -0.8001058925E-02
     63  0.6300000E+00  -0.1285687577E+01 -0.9227246590E-02  -0.1384086992E-01
     64  0.6400000E+00  -0.1305412096E+01 -0.1322806997E-01  -0.1984210499E-01
