% Time history data
% Time schemes: 
%   0 = Steady
%   1 = FE
%   2 = AB2
%   3 = AB3
%   4 = BDF1
%   5 = BDF2
%   6 = BDF3
%   7 = BDF4
%   8 = AM2
%   9 = AM3
%   10 = RK2
%   11 = RK3
%   12 = RK4
%   13 = RK5
%   14 = RK6
%   15 = ESDIRK3
%   16 = ESDIRK4
%   17 = ESDIRK5
%   18 = DIRK3
%   19 = DIRK4
%   20 = EBDF1
%   21 = EBDF2
%   22 = EBDF3
%   23 = EBDF4
%   24 = MEBDF1
%   25 = MEBDF2
%   26 = MEBDF3
%   27 = MEBDF4
%   28 = SAMF1
%   29 = SAMF2
%   30 = SAMF3
%   31 = SAMF4
%   32 = DG1
%   33 = DG2
%            iTime             Time         TimeStep       TimeScheme                     Drag                     Lift                 PowerInt                    Power               FlowEnergy                  LiftInt
                 0   0.00000000E+00   3.12500000E-02               17   1.7763568394002505E-15  -8.8817841970012523E-16   0.0000000000000000E+00   0.0000000000000000E+00   3.9270335204681956E+01  -8.8817841970012523E-16
                 1   3.12500000E-02   3.12500000E-02               17  -2.0250467969162855E-12  -1.8864909634430660E-12  -5.1518590770225949E-06  -5.1518590770225949E-06   3.9270335240594790E+01  -1.8864909634430660E-12
                 2   6.25000000E-02   3.12500000E-02               17  -3.3120173270617670E-12   1.0853540288735530E-12  -5.1696822176340194E-05  -5.1696822176340194E-05   3.9270335951839193E+01   1.0853540288735530E-12
                 3   9.37500000E-02   3.12500000E-02               17   7.8359541078043549E-12   1.8802737145051651E-12  -1.9680905022586897E-04  -1.9680905022586897E-04   3.9270339496076161E+01   1.8802737145051651E-12
                 4   1.25000000E-01   3.12500000E-02               17  -8.8067331205365917E-12   1.2352785461189342E-11  -5.0551360416667521E-04  -5.0551360416667521E-04   3.9270349957102894E+01   1.2352785461189342E-11
                 5   1.56250000E-01   3.12500000E-02               17   2.2450041825550215E-11  -2.6205704273252195E-11  -1.0454392453817028E-03  -1.0454392453817028E-03   3.9270373503225940E+01  -2.6205704273252195E-11
                 6   1.87500000E-01   3.12500000E-02               17  -1.4538148462861500E-11   8.3728579625130806E-12  -1.8831597750953949E-03  -1.8831597750953949E-03   3.9270418407520637E+01   8.3728579625130806E-12
                 7   2.18750000E-01   3.12500000E-02               17  -3.3068658922275063E-11  -7.9856121715238260E-12  -3.0813632959368060E-03  -3.0813632959368060E-03   3.9270494969208265E+01  -7.9856121715238260E-12
                 8   2.50000000E-01   3.12500000E-02               17  -7.2932770933675783E-12  -1.5250023466251150E-12  -4.6967677896463597E-03  -4.6967677896463597E-03   3.9270615357648175E+01  -1.5250023466251150E-12
                 9   2.81250000E-01   3.12500000E-02               17   7.2772898818129761E-12  -1.4870771281039197E-11  -6.7785045828259258E-03  -6.7785045828259258E-03   3.9270793400698885E+01  -1.4870771281039197E-11
                10   3.12500000E-01   3.12500000E-02               17  -2.5747848297896780E-11   1.1295853141746193E-11  -9.3669828785005200E-03  -9.3669828785005200E-03   3.9271044326126926E+01   1.1295853141746193E-11
                11   3.43750000E-01   3.12500000E-02               17  -1.0204725953144589E-11   1.0613732115416497E-12  -1.2492725925773517E-02  -1.2492725925773517E-02   3.9271384473053772E+01   1.0613732115416497E-12
                12   3.75000000E-01   3.12500000E-02               17   1.0845990772168079E-11  -2.4163782086361607E-11  -1.6176022603671677E-02  -1.6176022603671677E-02   3.9271830974769358E+01  -2.4163782086361607E-11
                13   4.06250000E-01   3.12500000E-02               17  -5.9596771961878403E-12   1.5898393712632242E-13  -2.0426363864502244E-02  -2.0426363864502244E-02   3.9272401430836339E+01   1.5898393712632242E-13
                14   4.37500000E-01   3.12500000E-02               17  -1.1559642132397130E-12  -1.6108891998101171E-11  -2.5242320239743925E-02  -2.5242320239743925E-02   3.9273113566160440E+01  -1.6108891998101171E-11
                15   4.68750000E-01   3.12500000E-02               17  -1.0922596160867215E-11  -1.7589485423741280E-11  -3.0611472855945090E-02  -3.0611472855945090E-02   3.9273984888822532E+01  -1.7589485423741280E-11
                16   5.00000000E-01   3.12500000E-02               17  -4.0689673852511987E-12  -2.6048496692965273E-11  -3.6510760211627087E-02  -3.6510760211627087E-02   3.9275032350930573E+01  -2.6048496692965273E-11
                17   5.31250000E-01   3.12500000E-02               17  -2.3936852500128225E-11   7.9047879353311146E-12  -4.2906752361543343E-02  -4.2906752361543343E-02   3.9276272019988753E+01   7.9047879353311146E-12
                18   5.62500000E-01   3.12500000E-02               17   2.1576074260565292E-12   1.5143442055887135E-12  -4.9756030332367182E-02  -4.9756030332367182E-02   3.9277718761656992E+01   1.5143442055887135E-12
                19   5.93750000E-01   3.12500000E-02               17   1.1401990462900358E-12   2.5286439608862565E-12  -5.7006046583315130E-02  -5.7006046583315130E-02   3.9279385939829375E+01   2.5286439608862565E-12
                20   6.25000000E-01   3.12500000E-02               17   9.7801766685279290E-12   1.2977174890238530E-11  -6.4595789409441634E-02  -6.4595789409441634E-02   3.9281285141308459E+01   1.2977174890238530E-11
                21   6.56250000E-01   3.12500000E-02               17   1.1484257989025082E-11   1.1720402426362853E-11  -7.2456519194353863E-02  -7.2456519194353863E-02   3.9283425923329553E+01   1.1720402426362853E-11
                22   6.87500000E-01   3.12500000E-02               17   1.1935591404110824E-11   5.6061821851471905E-12  -8.0512611279254631E-02  -8.0512611279254631E-02   3.9285815584712793E+01   5.6061821851471905E-12
                23   7.18750000E-01   3.12500000E-02               17   1.9211660040596712E-11  -4.6904702344363614E-12  -8.8682390914651910E-02  -8.8682390914651910E-02   3.9288458965838693E+01  -4.6904702344363614E-12
                24   7.50000000E-01   3.12500000E-02               17  -4.9116266609416925E-13   1.0381029369455064E-11  -9.6879094333987503E-02  -9.6879094333987503E-02   3.9291358271060595E+01   1.0381029369455064E-11
                25   7.81250000E-01   3.12500000E-02               17   2.8113067429558214E-12  -1.9184653865522705E-13  -1.0501124038520285E-01  -1.0501124038520285E-01   3.9294512917866278E+01  -1.9184653865522705E-13
                26   8.12500000E-01   3.12500000E-02               17  -3.1774582964771980E-13  -2.3989699116100383E-12  -1.1298361775977658E-01  -1.1298361775977658E-01   3.9297919405494468E+01  -2.3989699116100383E-12
                27   8.43750000E-01   3.12500000E-02               17  -1.8745005547771143E-12  -3.2498448376827582E-12  -1.2069798330338674E-01  -1.2069798330338674E-01   3.9301571208700913E+01  -3.2498448376827582E-12
                28   8.75000000E-01   3.12500000E-02               17  -1.0026202090784864E-11   1.1866063687193673E-11  -1.2805397583013153E-01  -1.2805397583013153E-01   3.9305458696440333E+01   1.1866063687193673E-11
                29   9.06250000E-01   3.12500000E-02               17  -1.0356160373703460E-12  -4.9995563244920049E-12  -1.3495031040186237E-01  -1.3495031040186237E-01   3.9309569084224329E+01  -4.9995563244920049E-12
                30   9.37500000E-01   3.12500000E-02               17   1.7918999617450027E-12  -4.4950709821023338E-12  -1.4128587804046994E-01  -1.4128587804046994E-01   3.9313886422780293E+01  -4.4950709821023338E-12
                31   9.68750000E-01   3.12500000E-02               17  -1.7235102234280930E-12   5.1150195190530212E-12  -1.4696093635179241E-01  -1.4696093635179241E-01   3.9318391621677357E+01   5.1150195190530212E-12
                32   1.00000000E+00   3.12500000E-02               17   6.9988459472369868E-13   1.0569323194431490E-12  -1.5187835739105493E-01  -1.5187835739105493E-01   3.9323062512368651E+01   1.0569323194431490E-12
                33   1.03125000E+00   3.12500000E-02               17   5.1887383278881316E-12  -5.9623417314469407E-12  -1.5594433792548679E-01  -1.5594433792548679E-01   3.9327873942928932E+01  -5.9623417314469407E-12
                34   1.06250000E+00   3.12500000E-02               17   6.6249228325432341E-12  -6.2989613525132881E-12  -1.5906877167370051E-01  -1.5906877167370051E-01   3.9332797887916513E+01  -6.2989613525132881E-12
                35   1.09375000E+00   3.12500000E-02               17  -4.6282977450573526E-12   8.8835605538406526E-12  -1.6116584863878125E-01  -1.6116584863878125E-01   3.9337803572568809E+01   8.8835605538406526E-12
                36   1.12500000E+00   3.12500000E-02               17   2.1813661987835076E-12  -3.1796787425264483E-12  -1.6215484492683196E-01  -1.6215484492683196E-01   3.9342857619130214E+01  -3.1796787425264483E-12
                37   1.15625000E+00   3.12500000E-02               17  -3.3040237212844659E-13  -3.9737102497383603E-12  -1.6196128987793104E-01  -1.6196128987793104E-01   3.9347924222004096E+01  -3.9737102497383603E-12
                38   1.18750000E+00   3.12500000E-02               17  -3.8644643041152449E-12   3.5136338283336954E-12  -1.6051900197658253E-01  -1.6051900197658253E-01   3.9352965372668123E+01   3.5136338283336954E-12
                39   1.21875000E+00   3.12500000E-02               17  -6.5965011231128301E-12   7.8634876388150587E-12  -1.5777255602200740E-01  -1.5777255602200740E-01   3.9357941156782566E+01   7.8634876388150587E-12
                40   1.25000000E+00   3.12500000E-02               17   9.2725827016693074E-13  -5.4081183975540625E-12  -1.5367981195083286E-01  -1.5367981195083286E-01   3.9362810129404650E+01  -5.4081183975540625E-12
                41   1.28125000E+00   3.12500000E-02               17   2.3048229991218250E-12  -3.0371261061645782E-12  -1.4821448479983820E-01  -1.4821448479983820E-01   3.9367529770528670E+01  -3.0371261061645782E-12
                42   1.31250000E+00   3.12500000E-02               17  -2.1298518504409003E-12   5.8848481643281048E-12  -1.4136831597318772E-01  -1.4136831597318772E-01   3.9372057015797544E+01   5.8848481643281048E-12
                43   1.34375000E+00   3.12500000E-02               17   3.7436720390360279E-12  -1.6580070649752088E-12  -1.3315296193172821E-01  -1.3315296193172821E-01   3.9376348849023124E+01  -1.6580070649752088E-12
                44   1.37500000E+00   3.12500000E-02               17   5.7180926660294062E-12  -7.1883887731161167E-12  -1.2360218590200575E-01  -1.2360218590200575E-01   3.9380362957610757E+01  -7.1883887731161167E-12
                45   1.40625000E+00   3.12500000E-02               17   3.0917490789761359E-12  -3.8802294710649221E-13  -1.1277421341300237E-01  -1.1277421341300237E-01   3.9384058460072076E+01  -3.8802294710649221E-13
                46   1.43750000E+00   3.12500000E-02               17  -4.3032244434471068E-12   6.7801320113858310E-12  -1.0075414893428186E-01  -1.0075414893428186E-01   3.9387396707397848E+01   6.7801320113858310E-12
                47   1.46875000E+00   3.12500000E-02               17   1.7976731214730535E-12  -4.4040326940830710E-12  -8.7656734424934990E-02  -8.7656734424934990E-02   3.9390342165157186E+01  -4.4040326940830710E-12
                48   1.50000000E+00   3.12500000E-02               17  -1.4166445794216997E-12  -2.2097879082139116E-12  -7.3629110701053435E-02  -7.3629110701053435E-02   3.9392863383425741E+01  -2.2097879082139116E-12
                49   1.53125000E+00   3.12500000E-02               17  -5.5626614425818843E-12   6.6022742828408809E-12  -5.8853302501570670E-02  -5.8853302501570670E-02   3.9394934048530075E+01   6.6022742828408809E-12
                50   1.56250000E+00   3.12500000E-02               17  -3.7561065369118296E-12   3.2254199311410048E-12  -4.3548627527924710E-02  -4.3548627527924710E-02   3.9396534111012961E+01   3.2254199311410048E-12
                51   1.59375000E+00   3.12500000E-02               17   2.7311486405778851E-12  -6.0866867102049582E-12  -2.7973906733531173E-02  -2.7973906733531173E-02   3.9397650986489438E+01  -6.0866867102049582E-12
                52   1.62500000E+00   3.12500000E-02               17   1.9007018181582680E-12  -3.4816594052244909E-13  -1.2429408813012743E-02  -1.2429408813012743E-02   3.9398280821074572E+01  -3.4816594052244909E-13
                53   1.65625000E+00   3.12500000E-02               17  -1.1057821325266559E-12   5.1798565436911304E-12   2.7412376940862127E-03   2.7412376940862127E-03   3.9398429816740567E+01   5.1798565436911304E-12
                54   1.68750000E+00   3.12500000E-02               17   5.3210769124234503E-12  -4.4897419115841330E-12   1.7149349266346925E-02   1.7149349266346925E-02   3.9398115614176049E+01  -4.4897419115841330E-12
                55   1.71875000E+00   3.12500000E-02               17   4.9942272539738042E-12  -5.5129234510786773E-12   3.0359990176665505E-02   3.0359990176665505E-02   3.9397368720761129E+01  -5.5129234510786773E-12
                56   1.75000000E+00   3.12500000E-02               17  -5.0803805606847163E-13   3.7188030432844243E-12   4.1891031544936147E-02   4.1891031544936147E-02   3.9396233971397102E+01   3.7188030432844243E-12
                57   1.78125000E+00   3.12500000E-02               17  -3.4496849821152864E-12   4.0127901002051658E-12   5.1211983285525994E-02   5.1211983285525994E-02   3.9394772020038609E+01   4.0127901002051658E-12
                58   1.81250000E+00   3.12500000E-02               17   1.1928236176572682E-12  -4.8823167730915884E-12   5.7743764671684412E-02   5.7743764671684412E-02   3.9393060863837754E+01  -4.8823167730915884E-12
                59   1.84375000E+00   3.12500000E-02               17  -2.8186342149183474E-12   6.3060667798708891E-13   6.0859137782010554E-02   6.0859137782010554E-02   3.9391197342628161E+01   6.3060667798708891E-13
                60   1.87500000E+00   3.12500000E-02               17  -5.8304472361214721E-12   7.1214145691556041E-12   5.9882754287976556E-02   5.9882754287976556E-02   3.9389298670848781E+01   7.1214145691556041E-12
                61   1.90625000E+00   3.12500000E-02               17  -9.1393559387142886E-13  -7.8692607985431096E-13   5.4094063216057753E-02   5.4094063216057753E-02   3.9387503856841143E+01  -7.8692607985431096E-13
                62   1.93750000E+00   3.12500000E-02               17   3.7148062403957738E-12  -5.5146998079180776E-12   4.2727826410804977E-02   4.2727826410804977E-02   3.9385975149909363E+01  -5.5146998079180776E-12
                63   1.96875000E+00   3.12500000E-02               17   1.0231815394945443E-12   2.1920243398199091E-12   2.4977622817360885E-02   2.4977622817360885E-02   3.9384899353418049E+01   2.1920243398199091E-12
                64   2.00000000E+00  -1.00000000E+00               -1   3.3972824553529790E-13   3.1228353236656403E-12   0.0000000000000000E+00   0.0000000000000000E+00   3.9384489063579579E+01   3.1228353236656403E-12
