   3.1250000e-04   4.4840542e-09  -1.6913407e-06  -2.8098240e-13
   6.2500000e-04   5.9821067e-08  -1.6295832e-05  -1.8124981e-11
   9.3750000e-04   1.3891463e-07  -4.0107727e-05  -1.2171045e-10
   1.2500000e-03   2.3795392e-07  -7.1338763e-05  -4.1994494e-10
   1.5625000e-03   3.3699916e-07  -1.0894648e-04  -1.0531017e-09
   1.8750000e-03   4.2788290e-07  -1.5227633e-04  -2.1839294e-09
   2.1875000e-03   5.0864733e-07  -2.0086651e-04  -4.0102060e-09
   2.5000000e-03   5.8009716e-07  -2.5437302e-04  -6.7183192e-09
   2.8125000e-03   6.4385029e-07  -3.1252878e-04  -1.0525101e-08
   3.1250000e-03   7.0156128e-07  -3.7511995e-04  -1.5709151e-08
   3.4375000e-03   7.5463923e-07  -4.4197116e-04  -2.2486665e-08
   3.7500000e-03   8.0418433e-07  -5.1293560e-04  -3.1149707e-08
   4.0625000e-03   8.5102937e-07  -5.8788834e-04  -4.1954073e-08
   4.3750000e-03   8.9577768e-07  -6.6672153e-04  -5.5234720e-08
   4.6875000e-03   9.3885448e-07  -7.4934096e-04  -7.1263496e-08
   5.0000000e-03   9.8057399e-07  -8.3566346e-04  -9.0411195e-08
   5.3125000e-03   1.0211413e-06  -9.2561501e-04  -1.1296526e-07
   5.6250000e-03   1.0607197e-06  -1.0191292e-03  -1.3928949e-07
   5.9375000e-03   1.0994206e-06  -1.1161460e-03  -1.6974348e-07
   6.2500000e-03   1.1373189e-06  -1.2166109e-03  -2.0469510e-07
   6.5625000e-03   1.1744837e-06  -1.3204744e-03  -2.4453349e-07
   6.8750000e-03   1.2109606e-06  -1.4276908e-03  -2.8963345e-07
   7.1875000e-03   1.2467876e-06  -1.5382182e-03  -3.4040954e-07
   7.5000000e-03   1.2820108e-06  -1.6520181e-03  -3.9725053e-07
   7.8125000e-03   1.3166568e-06  -1.7690544e-03  -4.6059810e-07
   8.1250000e-03   1.3507566e-06  -1.8892940e-03  -5.3087824e-07
   8.4375000e-03   1.3843180e-06  -2.0127060e-03  -6.0851203e-07
   8.7500000e-03   1.4173751e-06  -2.1392615e-03  -6.9397465e-07
   9.0625000e-03   1.4499386e-06  -2.2689335e-03  -7.8772250e-07
   9.3750000e-03   1.4820055e-06  -2.4016970e-03  -8.9018793e-07
   9.6875000e-03   1.5136205e-06  -2.5375279e-03  -1.0018927e-06
   1.0000000e-02   1.5447470e-06  -2.6764042e-03  -1.1232883e-06
   1.0312500e-02   1.5754064e-06  -2.8183051e-03  -1.2548734e-06
   1.0625000e-02   1.6055882e-06  -2.9632106e-03  -1.3971702e-06
   1.0937500e-02   1.6352784e-06  -3.1111024e-03  -1.5506627e-06
   1.1250000e-02   1.6644919e-06  -3.2619626e-03  -1.7158715e-06
   1.1562500e-02   1.6931894e-06  -3.4157749e-03  -1.8933369e-06
   1.1875000e-02   1.7213629e-06  -3.5725233e-03  -2.0835886e-06
   1.2187500e-02   1.7490126e-06  -3.7321930e-03  -2.2871698e-06
   1.2500000e-02   1.7752338e-06  -3.8947908e-03  -2.5046457e-06
   1.2812500e-02   1.8025210e-06  -4.0602707e-03  -2.7365415e-06
   1.3125000e-02   1.8287350e-06  -4.2286260e-03  -2.9834251e-06
   1.3437500e-02   1.8541820e-06  -4.3998484e-03  -3.2458926e-06
   1.3750000e-02   1.8789019e-06  -4.5739273e-03  -3.5245063e-06
   1.4062500e-02   1.9028986e-06  -4.7508520e-03  -3.8198666e-06
   1.4375000e-02   1.9261807e-06  -4.9306121e-03  -4.1325604e-06
   1.4687500e-02   1.9487295e-06  -5.1131977e-03  -4.4631814e-06
   1.5000000e-02   1.9705377e-06  -5.2985990e-03  -4.8123646e-06
   1.5312500e-02   1.9915681e-06  -5.4868069e-03  -5.1807167e-06
   1.5625000e-02   2.0118039e-06  -5.6778124e-03  -5.5688459e-06
   1.5937500e-02   2.0312343e-06  -5.8716071e-03  -5.9774085e-06
   1.6250000e-02   2.0498397e-06  -6.0681828e-03  -6.4070391e-06
   1.6562500e-02   2.0675771e-06  -6.2675317e-03  -6.8583456e-06
   1.6875000e-02   2.0844721e-06  -6.4696461e-03  -7.3320459e-06
   1.7187500e-02   2.1004708e-06  -6.6745188e-03  -7.8287445e-06
   1.7500000e-02   2.1155674e-06  -6.8821428e-03  -8.3491276e-06
   1.7812500e-02   2.1297665e-06  -7.0925114e-03  -8.8938631e-06
   1.8125000e-02   2.1430239e-06  -7.3056179e-03  -9.4636473e-06
   1.8437500e-02   2.1553424e-06  -7.5214561e-03  -1.0059132e-05
   1.8750000e-02   2.1667278e-06  -7.7400197e-03  -1.0681045e-05
   1.9062500e-02   2.1771391e-06  -7.9613030e-03  -1.1330067e-05
   1.9375000e-02   2.1865917e-06  -8.1853002e-03  -1.2006911e-05
   1.9687500e-02   2.1950527e-06  -8.4120056e-03  -1.2712268e-05
   2.0000000e-02   2.2025467e-06  -8.6414139e-03  -1.3446876e-05
   2.0312500e-02   2.2090572e-06  -8.8735198e-03  -1.4211469e-05
   2.0625000e-02   2.2145521e-06  -9.1083182e-03  -1.5006761e-05
   2.0937500e-02   2.2190521e-06  -9.3458041e-03  -1.5833483e-05
   2.1250000e-02   2.2225336e-06  -9.5859726e-03  -1.6692397e-05
   2.1562500e-02   2.2250297e-06  -9.8288190e-03  -1.7584236e-05
   2.1875000e-02   2.2265052e-06  -1.0074339e-02  -1.8509777e-05
   2.2187500e-02   2.2269422e-06  -1.0322527e-02  -1.9469746e-05
   2.2500000e-02   2.2264026e-06  -1.0573380e-02  -2.0464947e-05
   2.2812500e-02   2.2248149e-06  -1.0826893e-02  -2.1496148e-05
   2.3125000e-02   2.2221993e-06  -1.1083061e-02  -2.2564106e-05
   2.3437500e-02   2.2185400e-06  -1.1341882e-02  -2.3669624e-05
   2.3750000e-02   2.2138657e-06  -1.1603349e-02  -2.4813492e-05
   2.4062500e-02   2.2081672e-06  -1.1867461e-02  -2.5996510e-05
   2.4375000e-02   2.2014023e-06  -1.2134212e-02  -2.7219462e-05
   2.4687500e-02   2.1936191e-06  -1.2403599e-02  -2.8483188e-05
   2.5000000e-02   2.1847172e-06  -1.2675618e-02  -2.9788476e-05
   2.5312500e-02   2.1748685e-06  -1.2950265e-02  -3.1136162e-05
   2.5625000e-02   2.1798112e-06  -1.3227469e-02  -3.2526798e-05
   2.5937500e-02   2.1686728e-06  -1.3507357e-02  -3.3961712e-05
   2.6250000e-02   2.1551492e-06  -1.3789869e-02  -3.5441561e-05
   2.6562500e-02   2.1408901e-06  -1.4074998e-02  -3.6967137e-05
   2.6875000e-02   2.1255908e-06  -1.4362738e-02  -3.8539314e-05
   2.7187500e-02   2.1093650e-06  -1.4653083e-02  -4.0158903e-05
   2.7500000e-02   2.0921071e-06  -1.4946030e-02  -4.1826793e-05
   2.7812500e-02   2.0737892e-06  -1.5241579e-02  -4.3543818e-05
   2.8125000e-02   2.0544986e-06  -1.5539722e-02  -4.5310890e-05
   2.8437500e-02   2.0341204e-06  -1.5840460e-02  -4.7128860e-05
   2.8750000e-02   2.0127221e-06  -1.6143788e-02  -4.8998608e-05
   2.9062500e-02   1.9901227e-06  -1.6449704e-02  -5.0921032e-05
   2.9375000e-02   1.9665043e-06  -1.6758204e-02  -5.2897012e-05
   2.9687500e-02   1.9417075e-06  -1.7069286e-02  -5.4927464e-05
   3.0000000e-02   1.9158596e-06  -1.7382946e-02  -5.7013265e-05
   3.0312500e-02   1.8889932e-06  -1.7699179e-02  -5.9155334e-05
   3.0625000e-02   1.8608854e-06  -1.8017988e-02  -6.1354597e-05
   3.0937500e-02   1.8316577e-06  -1.8339365e-02  -6.3611965e-05
   3.1250000e-02   1.8012851e-06  -1.8663309e-02  -6.5928335e-05
   3.1562500e-02   1.7697899e-06  -1.8989815e-02  -6.8304669e-05
   3.1875000e-02   1.7372464e-06  -1.9318882e-02  -7.0741882e-05
   3.2187500e-02   1.7034848e-06  -1.9650507e-02  -7.3240914e-05
   3.2500000e-02   1.6684799e-06  -1.9984688e-02  -7.5802728e-05
   3.2812500e-02   1.6323739e-06  -2.0321420e-02  -7.8428227e-05
   3.3125000e-02   1.5951415e-06  -2.0660700e-02  -8.1118411e-05
   3.3437500e-02   1.5568615e-06  -2.1002526e-02  -8.3874200e-05
   3.3750000e-02   1.5171226e-06  -2.1346899e-02  -8.6696597e-05
