   3.1250000e-04   7.4285023e-11  -6.3247547e-07  -3.7946788e-14
   6.2500000e-04  -1.7222376e-09  -3.4307408e-06  -3.1488571e-12
   9.3750000e-04  -3.5939571e-09  -9.7115739e-06  -1.7222516e-11
   1.2500000e-03  -6.4147451e-09  -1.8899665e-05  -6.5613795e-11
   1.5625000e-03  -9.6846864e-09  -3.0640294e-05  -1.6938362e-10
   1.8750000e-03  -1.2438787e-08  -4.4831846e-05  -3.6030133e-10
   2.1875000e-03  -1.4015884e-08  -6.1589625e-05  -6.8919601e-10
   2.5000000e-03  -1.4752701e-08  -8.1028992e-05  -1.1811284e-09
   2.8125000e-03  -1.5399326e-08  -1.0318047e-04  -1.8808258e-09
   3.1250000e-03  -1.6461327e-08  -1.2800066e-04  -2.8880929e-09
   3.4375000e-03  -1.7894591e-08  -1.5543236e-04  -4.2202873e-09
   3.7500000e-03  -1.9376070e-08  -1.8544468e-04  -5.9718157e-09
   4.0625000e-03  -2.0676720e-08  -2.1803217e-04  -8.1907495e-09
   4.3750000e-03  -2.1752875e-08  -2.5319772e-04  -1.0977650e-08
   4.6875000e-03  -2.2639118e-08  -2.9094283e-04  -1.4396071e-08
   5.0000000e-03  -2.3368827e-08  -3.3126731e-04  -1.8584721e-08
   5.3125000e-03  -2.3986702e-08  -3.7417032e-04  -2.3569204e-08
   5.6250000e-03  -2.4557646e-08  -4.1964938e-04  -2.9501137e-08
   5.9375000e-03  -2.5120654e-08  -4.6769987e-04  -3.6459121e-08
   6.2500000e-03  -2.5645741e-08  -5.1831729e-04  -4.4564598e-08
   6.5625000e-03  -2.6060183e-08  -5.7150008e-04  -5.3950079e-08
   6.8750000e-03  -2.6322464e-08  -6.2724993e-04  -6.4704241e-08
   7.1875000e-03  -2.6463458e-08  -6.8556948e-04  -7.6992052e-08
   7.5000000e-03  -2.6560413e-08  -7.4645975e-04  -9.0906912e-08
   7.8125000e-03  -2.6677818e-08  -8.0991950e-04  -1.0660801e-07
   8.1250000e-03  -2.6830796e-08  -8.7594644e-04  -1.2424528e-07
   8.4375000e-03  -2.6991384e-08  -9.4453887e-04  -1.4393991e-07
   8.7500000e-03  -2.7119069e-08  -1.0156965e-03  -1.6587854e-07
   9.0625000e-03  -2.7187425e-08  -1.0894204e-03  -1.9020397e-07
   9.3750000e-03  -2.7195501e-08  -1.1657121e-03  -2.1706308e-07
   9.6875000e-03  -2.7166432e-08  -1.2445734e-03  -2.4665756e-07
   1.0000000e-02  -2.7138752e-08  -1.3260052e-03  -2.7914240e-07
   1.0312500e-02  -2.7150017e-08  -1.4100079e-03  -3.1468928e-07
   1.0625000e-02  -2.7210845e-08  -1.4965812e-03  -3.5350014e-07
   1.0937500e-02  -2.7307837e-08  -1.5857252e-03  -3.9575995e-07
   1.1250000e-02  -2.7403423e-08  -1.6774402e-03  -4.4164417e-07
   1.1562500e-02  -2.7463294e-08  -1.7717279e-03  -4.9138312e-07
   1.1875000e-02  -2.7480549e-08  -1.8685903e-03  -5.4515710e-07
   1.2187500e-02  -2.7479892e-08  -1.9680294e-03  -6.0319454e-07
