 Quad/Tri Motion iRe Mesh #elems   p  Nt   sdof   tdof                     W                     I           CPU
        1      2   3    1    320   3  32   5120    224 -2.50405138546604E-10 -4.62316209620672E-12  1.514192E+02
        1      2   3    1    320   3  64   5120    448 -2.51218974124448E-10 -9.16896116323618E-13  2.495956E+02
        1      2   3    1    320   3 128   5120    896 -2.50909303238849E-10 -2.81816670694157E-13  4.295955E+02
        1      2   3    1    320   4  16   8000    112 -3.08624894460088E-11 -1.43748797587495E-11  2.276619E+02
        1      2   3    1    320   4  32   8000    224 -3.11850731853753E-11  6.54494687613028E-13  3.913348E+02
        1      2   3    1    320   4  64   8000    448 -3.16819562933641E-11  4.00911942533000E-13  6.605490E+02
        1      2   3    1    320   4 128   8000    896 -3.17567862044088E-11 -1.21923955306857E-14  1.302795E+03
        1      2   3    2   1280   1  16   5120    112 -4.40723287264922E-14 -2.01128272023232E-11  3.444475E+01
        1      2   3    2   1280   1  32   5120    224 -3.95388849377352E-14 -3.63961248292521E-12  6.447039E+01
        1      2   3    2   1280   1  64   5120    448 -3.90871633919301E-14  1.05050516896465E-13  1.186226E+02
        1      2   3    2   1280   1 128   5120    896 -3.91040487108378E-14  2.88400079100255E-12  2.070779E+02
        1      2   3    2   1280   2  16  11520    112 -3.57273966965552E-12 -7.21264627884244E-13  1.041702E+02
        1      2   3    2   1280   2  32  11520    224 -3.46581531354473E-12 -3.38868690052951E-13  1.808611E+02
        1      2   3    2   1280   2  64  11520    448 -3.46919434839180E-12 -2.20851657274646E-13  3.524740E+02
        1      2   3    2   1280   2 128  11520    896 -3.46601316490428E-12 -3.15106732482091E-13  7.152429E+02
        1      2   3    2   1280   3  16  20480    112 -1.40786104088219E-12 -5.72748879573703E-13  2.904962E+02
        1      2   3    2   1280   3  32  20480    224 -1.08623176295350E-12 -1.36720496035636E-13  5.112413E+02
        1      2   3    2   1280   3  64  20480    448 -1.07742425769615E-12 -4.14587255585103E-13  1.019297E+03
        1      2   3    2   1280   3 128  20480    896 -1.07828411873984E-12 -4.52764670373640E-13  2.052256E+03
        1      2   3    2   1280   4  16  32000    112 -2.36051158685722E-11  1.68692750740496E-13  8.584136E+02
        1      2   3    2   1280   4  32  32000    224 -2.42523345067989E-11 -4.82251391598076E-13  1.456732E+03
        1      2   3    2   1280   4  64  32000    448 -2.40565693326979E-11  3.03977600469435E-13  2.785778E+03
        1      2   3    2   1280   4 128  32000    896 -2.40758374750257E-11  7.35174589391527E-14  5.153761E+03
        1      3   1    0     80   1  16    320    112 -3.47860571509846E-02 -5.13934450552256E-11  1.087638E+01
        1      3   1    0     80   1  32    320    224 -3.47806295720663E-02  4.95384289145306E-12  1.450882E+01
        1      3   1    0     80   1  64    320    448 -3.47790764434973E-02  7.40134342702703E-12  4.146231E+01
        1      3   1    0     80   1 128    320    896 -3.47787586276015E-02 -5.28057944593208E-11  4.321167E+01
        1      3   1    0     80   2  16    720    112 -3.47728698934187E-02 -2.28840835170274E-11  3.363172E+01
        1      3   1    0     80   2  32    720    224 -3.47746335749430E-02 -3.06998870769348E-12  6.586950E+01
        1      3   1    0     80   2  64    720    448 -3.47736711216616E-02  3.80386694365242E-11  1.206935E+02
        1      3   1    0     80   2 128    720    896 -3.47734195281694E-02 -1.23235865956417E-11  1.141763E+02
        1      3   1    0     80   3  16   1280    112 -3.47590985161705E-02 -8.93751739283744E-12  8.657159E+01
        1      3   1    0     80   3  32   1280    224 -3.47684640419551E-02 -2.19154416836176E-11  1.686866E+02
        1      3   1    0     80   3  64   1280    448 -3.47678748589038E-02  2.83581907956076E-11  3.092831E+02
        1      3   1    0     80   3 128   1280    896 -3.47676678912938E-02 -3.93223162364897E-11  2.853937E+02
        1      3   1    0     80   4  16   2000    112 -3.47486794225799E-02 -1.63876912040450E-10  2.327722E+02
        1      3   1    0     80   4  32   2000    224 -3.47676730839150E-02 -3.63394869751232E-11  4.502290E+02
        1      3   1    0     80   4  64   2000    448 -3.47674782409661E-02  3.84204335013294E-11  5.197215E+02
        1      3   1    0     80   4 128   2000    896 -3.47672914034416E-02 -3.80336595551256E-11  7.354463E+02
        1      3   1    1    320   1  16   1280    112 -3.47571612674459E-02 -1.38392075577087E-12  3.652917E+01
        1      3   1    1    320   1  32   1280    224 -3.47600441628620E-02 -2.26603458219898E-12  7.049764E+01
        1      3   1    1    320   1  64   1280    448 -3.47590862957917E-02  1.96888338965806E-12  8.173400E+01
        1      3   1    1    320   1 128   1280    896 -3.47588342006707E-02  1.34027684783877E-11  1.527003E+02
        1      3   1    1    320   2  16   2880    112 -3.47496417248666E-02 -1.24696752923370E-10  1.261026E+02
        1      3   1    1    320   2  32   2880    224 -3.47671362743656E-02  8.86091200413830E-12  2.425290E+02
        1      3   1    1    320   2  64   2880    448 -3.47668761566831E-02 -1.99492505847942E-12  4.199291E+02
        1      3   1    1    320   2 128   2880    896 -3.47666876735025E-02  2.19471524287584E-11  4.950455E+02
        1      3   1    1    320   3  16   5120    112 -3.47293937320513E-02  3.86100651450505E-10  3.391435E+02
        1      3   1    1    320   3  32   5120    224 -3.47665357092859E-02 -1.96037214239553E-11  6.099431E+02
        1      3   1    1    320   3  64   5120    448 -3.47670674652504E-02 -5.36976713094717E-12  1.176731E+03
        1      3   1    1    320   3 128   5120    896 -3.47669135054348E-02  3.22388608864355E-11  1.328401E+03
        1      3   1    1    320   4  16   8000    112 -3.47031082850271E-02  7.56870760509898E-10  9.086270E+02
        1      3   1    1    320   4  32   8000    224 -3.47654836667717E-02 -9.55206747033088E-12  1.776212E+03
        1      3   1    1    320   4  64   8000    448 -3.47670263357436E-02 -2.12171530344918E-11  3.236533E+03
        1      3   1    1    320   4 128   8000    896 -3.47669138692523E-02  5.20789696090152E-11  3.566652E+03
        1      3   1    2   1280   1  16   5120    112 -3.47536392186821E-02 -4.31527727440262E-09  1.562417E+02
        1      3   1    2   1280   1  32   5120    224 -3.47681443419949E-02  8.32872264211471E-10  3.001998E+02
        1      3   1    2   1280   1  64   5120    448 -3.47677350479366E-02  6.07536174146439E-11  5.561826E+02
        1      3   1    2   1280   1 128   5120    896 -3.47675301075156E-02  2.11133714678180E-12  6.526063E+02
        1      3   1    2   1280   2  16  11520    112 -3.47235654727640E-02  3.66562234732637E-09  6.271529E+02
        1      3   1    2   1280   2  32  11520    224 -3.47662295370641E-02 -1.88639173726024E-10  1.181658E+03
        1      3   1    2   1280   2  64  11520    448 -3.47669820447711E-02  2.78431652733779E-11  1.349590E+03
        1      3   1    2   1280   2 128  11520    896 -3.47668361054055E-02  2.28748443797944E-12  2.563752E+03
        1      3   1    2   1280   3  16  20480    112 -3.46827996603979E-02  1.50045584290659E-09  1.730944E+03
        1      3   1    2   1280   3  32  20480    224 -3.47646632075250E-02  1.28112020991722E-10  2.950553E+03
        1      3   1    2   1280   3  64  20480    448 -3.47669869204061E-02  1.23346888258880E-11  5.578510E+03
        1      3   1    2   1280   3 128  20480    896 -3.47669050529669E-02  2.45106886176405E-12  6.895338E+03
        1      3   1    2   1280   4  16  32000    112 -3.46303028233922E-02 -5.36153588193145E-09  5.433300E+03
        1      3   1    2   1280   4  32  32000    224 -3.47625585580484E-02 -6.82107731408976E-10  7.152301E+03
        1      3   1    2   1280   4  64  32000    448 -3.47669013034295E-02  1.71021148631656E-11  1.056027E+04
        1      3   1    2   1280   4 128  32000    896 -3.47669014802258E-02  4.30589591760011E-13  1.863663E+04
        1      3   2    0     80   1  16    320    112 -4.92548002798993E-04  1.16669451877271E-11  1.070987E+01
        1      3   2    0     80   1  32    320    224 -4.91373970885585E-04  7.05049907345767E-12  2.254214E+01
        1      3   2    0     80   1  64    320    448 -4.91823567095146E-04 -1.57428653446701E-11  4.127816E+01
        1      3   2    0     80   1 128    320    896 -4.91907236914593E-04 -3.08321423947433E-12  4.383415E+01
        1      3   2    0     80   2  16    720    112 -4.33014069261092E-04 -1.05411790407572E-11  3.115302E+01
        1      3   2    0     80   2  32    720    224 -4.32751926935759E-04  1.91262006232762E-11  6.075086E+01
        1      3   2    0     80   2  64    720    448 -4.32955253076565E-04  6.85757006735344E-12  1.139621E+02
        1      3   2    0     80   2 128    720    896 -4.32971531368963E-04  6.03441602242683E-12  1.126243E+02
        1      3   2    0     80   3  16   1280    112 -4.30764008647785E-04  1.62864166597387E-12  7.706265E+01
        1      3   2    0     80   3  32   1280    224 -4.31679271113537E-04  1.12525266882102E-11  1.515282E+02
        1      3   2    0     80   3  64   1280    448 -4.31782218089052E-04 -7.49884876416473E-12  2.829469E+02
        1      3   2    0     80   3 128   1280    896 -4.31789303930115E-04 -4.43906023050999E-12  2.953164E+02
        1      3   2    0     80   4  16   2000    112 -4.30506352934261E-04 -2.97141755645214E-11  2.010535E+02
        1      3   2    0     80   4  32   2000    224 -4.31565342246670E-04  9.49929024329776E-12  3.929795E+02
        1      3   2    0     80   4  64   2000    448 -4.31655086352051E-04 -1.27013677353460E-12  7.065880E+02
        1      3   2    0     80   4 128   2000    896 -4.31645733946251E-04 -4.62536259293600E-12  8.950834E+02
        1      3   2    1    320   1  16   1280    112 -4.38275189123703E-04  9.65962587695657E-11  3.541997E+01
        1      3   2    1    320   1  32   1280    224 -4.37584215562439E-04  1.14582371368854E-11  6.833428E+01
        1      3   2    1    320   1  64   1280    448 -4.37651866023074E-04 -2.48438075667323E-12  1.071801E+02
        1      3   2    1    320   1 128   1280    896 -4.37678594637459E-04 -4.35957034361501E-11  1.510742E+02
        1      3   2    1    320   2  16   2880    112 -4.30648013459859E-04 -4.03592714803835E-11  1.103100E+02
        1      3   2    1    320   2  32   2880    224 -4.31581283965833E-04 -7.49650341802521E-13  2.181447E+02
        1      3   2    1    320   2  64   2880    448 -4.31666328262881E-04  2.29559427022963E-13  3.821700E+02
        1      3   2    1    320   2 128   2880    896 -4.31664538424254E-04 -7.76972236549156E-13  4.622193E+02
        1      3   2    1    320   3  16   5120    112 -4.30185333464625E-04 -1.14815157381543E-10  2.889121E+02
        1      3   2    1    320   3  32   5120    224 -4.31505372310258E-04 -3.32489591414742E-12  5.700922E+02
        1      3   2    1    320   3  64   5120    448 -4.31584498301532E-04 -5.42996203556356E-13  9.590285E+02
        1      3   2    1    320   3 128   5120    896 -4.31573831059690E-04  1.44789805145429E-11  1.200716E+03
        1      3   2    1    320   4  16   8000    112 -4.29854605314586E-04 -8.59073923109577E-12  7.718376E+02
        1      3   2    1    320   4  32   8000    224 -4.31477165580584E-04 -2.01889893691742E-12  1.514898E+03
        1      3   2    1    320   4  64   8000    448 -4.31576806610394E-04 -3.13374326488258E-13  2.506618E+03
        1      3   2    1    320   4 128   8000    896 -4.31568083835219E-04 -2.56020205036123E-12  3.144896E+03
        1      3   2    2   1280   1  16   5120    112 -4.31564452365848E-04 -1.73593361907365E-09  1.353568E+02
        1      3   2    2   1280   1  32   5120    224 -4.32309927051616E-04 -5.93330211351439E-10  2.629374E+02
        1      3   2    2   1280   1  64   5120    448 -4.32380458593189E-04 -4.11196771077371E-12  5.117467E+02
        1      3   2    2   1280   1 128   5120    896 -4.32380367338759E-04 -9.87860834800180E-13  5.972883E+02
        1      3   2    2   1280   2  16  11520    112 -4.30122484369813E-04 -7.06758873647573E-10  4.538102E+02
        1      3   2    2   1280   2  32  11520    224 -4.31504510937374E-04  1.01591790535593E-11  8.844792E+02
        1      3   2    2   1280   2  64  11520    448 -4.31587707454154E-04 -6.85795170651815E-13  1.751848E+03
        1      3   2    2   1280   2 128  11520    896 -4.31575041930215E-04 -1.66323552153180E-13  1.981830E+03
        1      3   2    2   1280   3  16  20480    112 -4.29641911842612E-04 -7.07641320540908E-10  1.212970E+03
        1      3   2    2   1280   3  32  20480    224 -4.31465494253720E-04 -3.87375201360562E-11  2.353903E+03
        1      3   2    2   1280   3  64  20480    448 -4.31577645520981E-04 -4.47177017637301E-13  4.093646E+03
        1      3   2    2   1280   3 128  20480    896 -4.31566176862773E-04 -1.61910589102643E-12  5.251211E+03
        1      3   2    2   1280   4  16  32000    112 -4.29101077352099E-04  5.76929282125604E-10  3.272615E+03
        1      3   2    2   1280   4  32  32000    224 -4.31439785621151E-04 -1.11612330488953E-10  4.901832E+03
        1      3   2    2   1280   4  64  32000    448 -4.31575622269290E-04  8.23851403763953E-13  1.088132E+04
        1      3   2    2   1280   4 128  32000    896 -4.31565946088101E-04 -6.08036190841155E-13  1.408816E+04
        1      3   3    0     80   1  16    320    112 -1.50637971605334E-04  2.29270491480804E-11  5.132953E+00
        1      3   3    0     80   1  32    320    224 -1.49536532568335E-04  8.65868488020283E-12  1.129831E+01
        1      3   3    0     80   1  64    320    448 -1.50025505672303E-04 -2.81531464807472E-11  1.997993E+01
        1      3   3    0     80   1 128    320    896 -1.50108861653206E-04 -3.05629827002107E-12  3.314583E+01
        1      3   3    0     80   2  16    720    112 -8.53038398100203E-05  2.49170684085698E-11  1.328176E+01
        1      3   3    0     80   2  32    720    224 -8.50410916601143E-05 -6.28641583233502E-12  2.523901E+01
        1      3   3    0     80   2  64    720    448 -8.52111465248190E-05 -2.49281567610282E-11  4.577721E+01
        1      3   3    0     80   2 128    720    896 -8.52327345333043E-05  9.92404075583764E-12  7.497587E+01
        1      3   3    0     80   3  16   1280    112 -8.38084961509037E-05  3.40529271447565E-11  3.572530E+01
        1      3   3    0     80   3  32   1280    224 -8.48828631576646E-05  7.75809971820252E-12  6.852604E+01
        1      3   3    0     80   3  64   1280    448 -8.50040674619417E-05 -1.19858012403995E-11  1.240033E+02
        1      3   3    0     80   3 128   1280    896 -8.50242276242783E-05 -1.26651605869554E-11  1.622308E+02
        1      3   3    0     80   4  16   2000    112 -8.36106752773120E-05  7.00711710877044E-11  9.729839E+01
        1      3   3    0     80   4  32   2000    224 -8.48470606477890E-05 -3.41176531470921E-11  1.872419E+02
        1      3   3    0     80   4  64   2000    448 -8.49861845892600E-05  7.18732018345491E-12  3.251482E+02
        1      3   3    0     80   4 128   2000    896 -8.49947090768691E-05  5.12947323505486E-11  4.195610E+02
        1      3   3    1    320   1  16   1280    112 -9.16640618957129E-05  2.76717648795000E-10  1.646664E+01
        1      3   3    1    320   1  32   1280    224 -9.11436815408494E-05  1.90934629218376E-11  3.130553E+01
        1      3   3    1    320   1  64   1280    448 -9.12086294505117E-05 -1.89535886985226E-13  5.912061E+01
        1      3   3    1    320   1 128   1280    896 -9.12426136194407E-05 -3.10023187677366E-12  1.078337E+02
        1      3   3    1    320   2  16   2880    112 -8.37268698187226E-05  1.67369451631316E-10  4.708611E+01
        1      3   3    1    320   2  32   2880    224 -8.48261537507873E-05 -3.85788623269434E-13  8.905280E+01
        1      3   3    1    320   2  64   2880    448 -8.49621383513034E-05 -1.63682956078048E-12  1.650246E+02
        1      3   3    1    320   2 128   2880    896 -8.49788353390630E-05  2.42008288409146E-11  3.062605E+02
        1      3   3    1    320   3  16   5120    112 -8.35991980624247E-05  6.99458269082243E-11  1.424364E+02
        1      3   3    1    320   3  32   5120    224 -8.48736935053445E-05 -2.21883622586461E-12  2.700563E+02
        1      3   3    1    320   3  64   5120    448 -8.49839522505012E-05 -9.97438243111048E-13  5.038040E+02
        1      3   3    1    320   3 128   5120    896 -8.49908104004599E-05  2.23032460555661E-11  6.990257E+02
        1      3   3    1    320   4  16   8000    112 -8.35949022454192E-05 -2.31534208472439E-10  4.057672E+02
        1      3   3    1    320   4  32   8000    224 -8.48800120588339E-05  8.35026492396196E-13  7.709419E+02
        1      3   3    1    320   4  64   8000    448 -8.49866089691261E-05  1.64777913536085E-13  1.436516E+03
        1      3   3    1    320   4 128   8000    896 -8.49919793129416E-05 -3.89764644170842E-11  2.170016E+03
        1      3   3    2   1280   1  16   5120    112 -8.46230336032725E-05  7.65251501055886E-10  6.330457E+01
        1      3   3    2   1280   1  32   5120    224 -8.55628643460373E-05 -8.16206199849567E-11  1.167203E+02
        1      3   3    2   1280   1  64   5120    448 -8.56794946205034E-05  3.07906825036675E-12  2.227119E+02
        1      3   3    2   1280   1 128   5120    896 -8.56963319251129E-05 -5.70935659860439E-13  3.184178E+02
        1      3   3    2   1280   2  16  11520    112 -8.35993422506081E-05 -4.17515466644147E-10  2.099217E+02
        1      3   3    2   1280   2  32  11520    224 -8.48748649076910E-05  3.36649666476951E-11  3.739914E+02
        1      3   3    2   1280   2  64  11520    448 -8.49842424402361E-05  1.06300385160907E-12  6.939568E+02
        1      3   3    2   1280   2 128  11520    896 -8.49886111984542E-05 -3.59840456043425E-12  9.301081E+02
        1      3   3    2   1280   3  16  20480    112 -8.35942938843985E-05 -3.75334194280263E-10  6.455849E+02
        1      3   3    2   1280   3  32  20480    224 -8.48800181674949E-05 -1.67970505560167E-10  1.160254E+03
        1      3   3    2   1280   3  64  20480    448 -8.49894060002320E-05 -4.21331025624028E-12  2.051556E+03
        1      3   3    2   1280   3 128  20480    896 -8.49900176121557E-05  1.87467923129514E-12  3.624636E+03
        1      3   3    2   1280   4  16  32000    112 -8.35894446485378E-05 -1.13851587879576E-09  1.848666E+03
        1      3   3    2   1280   4  32  32000    224 -8.48800531902601E-05  8.03414973438166E-12  3.330109E+03
        1      3   3    2   1280   4  64  32000    448 -8.49901311620579E-05 -2.13419559802475E-12  5.700130E+03
        1      3   3    2   1280   4 128  32000    896 -8.49902179675003E-05 -6.87698162304962E-13  9.409409E+03
        1      4   1    0     80   1  16    320    112 -1.59594884236301E-01 -6.72191433439651E-03  1.206946E+01
        1      4   1    0     80   1  32    320    224 -1.68957481215611E-01 -6.36383413754271E-03  1.769789E+01
        1      4   1    0     80   1  64    320    448 -1.69311915566610E-01 -6.30484349503102E-03  4.836359E+01
        1      4   1    0     80   1 128    320    896 -1.69297603065709E-01 -6.29628041600728E-03  5.706667E+01
        1      4   1    0     80   2  16    720    112 -1.36837203780137E-01 -6.95693825174193E-03  3.684094E+01
        1      4   1    0     80   2  32    720    224 -1.65547285328556E-01 -6.43268395739149E-03  7.028902E+01
        1      4   1    0     80   2  64    720    448 -1.67325801258043E-01 -6.35751546179456E-03  1.355962E+02
        1      4   1    0     80   2 128    720    896 -1.67406580812406E-01 -6.34786498281667E-03  1.513219E+02
        1      4   1    0     80   3  16   1280    112 -1.09958895309128E-01 -7.33547778770105E-03  9.305890E+01
        1      4   1    0     80   3  32   1280    224 -1.64683088759006E-01 -6.45949372613047E-03  1.753773E+02
        1      4   1    0     80   3  64   1280    448 -1.68311090976542E-01 -6.34579634641283E-03  3.410900E+02
        1      4   1    0     80   3 128   1280    896 -1.68513958580969E-01 -6.33428351377274E-03  3.747908E+02
        1      4   1    0     80   4  16   2000    112 -7.42432221568546E-02 -7.84143378902347E-03  2.662752E+02
        1      4   1    0     80   4  32   2000    224 -1.62167311352843E-01 -6.51395584534015E-03  4.360937E+02
        1      4   1    0     80   4  64   2000    448 -1.68130637685427E-01 -6.34937669036145E-03  9.045711E+02
        1      4   1    0     80   4 128   2000    896 -1.68483448129487E-01 -6.33405632380125E-03  9.590314E+02
        1      4   1    1    320   1  16   1280    112 -1.31236670803238E-01 -7.06970066919999E-03  4.271996E+01
        1      4   1    1    320   1  32   1280    224 -1.65076847195331E-01 -6.42483805934838E-03  7.771625E+01
        1      4   1    1    320   1  64   1280    448 -1.67207703592645E-01 -6.33882987374553E-03  1.524307E+02
        1      4   1    1    320   1 128   1280    896 -1.67310164259073E-01 -6.32850195556808E-03  1.772980E+02
        1      4   1    1    320   2  16   2880    112 -7.93522601302115E-02 -7.77957648237892E-03  1.483319E+02
        1      4   1    1    320   2  32   2880    224 -1.62259464576349E-01 -6.50865555372623E-03  2.131865E+02
        1      4   1    1    320   2  64   2880    448 -1.67869288869438E-01 -6.35102100556641E-03  3.913167E+02
        1      4   1    1    320   2 128   2880    896 -1.68199296188678E-01 -6.33634266839618E-03  5.533263E+02
        1      4   1    1    320   3  16   5120    112 -6.53400154597841E-03 -8.65989946102763E-03  4.304754E+02
        1      4   1    1    320   3  32   5120    224 -1.57440805387010E-01 -6.63367871082718E-03  6.902381E+02
        1      4   1    1    320   3  64   5120    448 -1.67826174141514E-01 -6.35690867226162E-03  1.174221E+03
        1      4   1    1    320   3 128   5120    896 -1.68462075394406E-01 -6.33436383601479E-03  1.466431E+03
        1      4   1    1    320   4  16   8000    112  8.71737520655678E-02 -1.02776156244057E-02  1.393152E+03
        1      4   1    1    320   4  32   8000    224 -1.50875219299975E-01 -6.76495542918037E-03  1.713190E+03
        1      4   1    1    320   4  64   8000    448 -1.67406220411131E-01 -6.36724850805667E-03  3.110991E+03
        1      4   1    1    320   4 128   8000    896 -1.68434707825521E-01 -6.33502602340389E-03  3.865431E+03
        1      4   1    2   1280   1  16   5120    112 -9.02686422312230E-02 -7.66669677843773E-03  2.044675E+02
        1      4   1    2   1280   1  32   5120    224 -1.63174760887413E-01 -6.49083798212191E-03  2.057436E+02
        1      4   1    2   1280   1  64   5120    448 -1.68071742714306E-01 -6.34757958125051E-03  6.131044E+02
        1      4   1    2   1280   1 128   5120    896 -1.68354627911836E-01 -6.33377360000504E-03  7.232162E+02
        1      4   1    2   1280   2  16  11520    112  1.39885510948686E-02 -9.11387199920527E-03  8.534638E+02
        1      4   1    2   1280   2  32  11520    224 -1.55944353968085E-01 -6.65183812252176E-03  1.304228E+03
        1      4   1    2   1280   2  64  11520    448 -1.67673993363019E-01 -6.35945657469536E-03  1.942999E+03
        1      4   1    2   1280   2 128  11520    896 -1.68395752238084E-01 -6.33483658937679E-03  2.659945E+03
        1      4   1    2   1280   3  16  20480    112  1.59635528566201E-01 -1.12337421935404E-02  2.589884E+03
        1      4   1    2   1280   3  32  20480    224 -1.45819310165019E-01 -6.89240379889336E-03  3.684061E+03
        1      4   1    2   1280   3  64  20480    448 -1.67082725163168E-01 -6.37575025176516E-03  4.109391E+03
        1      4   1    2   1280   3 128  20480    896 -1.68414669683003E-01 -6.33553305210686E-03  7.007739E+03
        1      4   1    2   1280   4  16  32000    112  3.47005956536763E-01 -1.39600510163704E-02  7.330915E+03
        1      4   1    2   1280   4  32  32000    224 -1.32725713092625E-01 -7.16545758681345E-03  9.041167E+03
        1      4   1    2   1280   4  64  32000    448 -1.66246829573092E-01 -6.40175783401134E-03  1.007377E+04
        1      4   1    2   1280   4 128  32000    896 -1.68362158620283E-01 -6.33685678012247E-03  1.876822E+04
        1      4   2    0     80   1  16    320    112 -1.35237056934643E-01 -5.51972687957047E-03  1.231381E+01
        1      4   2    0     80   1  32    320    224 -1.34723298517001E-01 -7.17387439388323E-03  2.423675E+01
        1      4   2    0     80   1  64    320    448 -1.34701067716645E-01 -7.32625550403021E-03  4.794614E+01
        1      4   2    0     80   1 128    320    896 -1.34713937343718E-01 -7.33529287023006E-03  5.711789E+01
        1      4   2    0     80   2  16    720    112 -1.23059556113445E-01 -6.09050807659284E-03  3.380158E+01
        1      4   2    0     80   2  32    720    224 -1.22565503441578E-01 -8.22926077918246E-03  6.484144E+01
        1      4   2    0     80   2  64    720    448 -1.22556196371982E-01 -8.40045262410613E-03  1.261084E+02
        1      4   2    0     80   2 128    720    896 -1.22548590286733E-01 -8.40838719005406E-03  1.439581E+02
        1      4   2    0     80   3  16   1280    112 -1.29773480788047E-01 -6.34012408909368E-03  8.238182E+01
        1      4   2    0     80   3  32   1280    224 -1.29487620685241E-01 -8.42054589297658E-03  1.560676E+02
        1      4   2    0     80   3  64   1280    448 -1.29479673972980E-01 -8.62249292585165E-03  2.693999E+02
        1      4   2    0     80   3 128   1280    896 -1.29475083263661E-01 -8.62370558884332E-03  3.411314E+02
        1      4   2    0     80   4  16   2000    112 -1.28266334443996E-01 -6.35955748243500E-03  2.132498E+02
        1      4   2    0     80   4  32   2000    224 -1.28344051706752E-01 -8.40196577199515E-03  4.039595E+02
        1      4   2    0     80   4  64   2000    448 -1.28357976995707E-01 -8.60708497585669E-03  5.472274E+02
        1      4   2    0     80   4 128   2000    896 -1.28351434940738E-01 -8.60938147283449E-03  8.575218E+02
        1      4   2    1    320   1  16   1280    112 -1.42192016504332E-01 -5.96116854510098E-03  4.043635E+01
        1      4   2    1    320   1  32   1280    224 -1.41742853317976E-01 -8.06597732178077E-03  7.489962E+01
        1      4   2    1    320   1  64   1280    448 -1.41726959318174E-01 -8.23101180597073E-03  1.144139E+02
        1      4   2    1    320   1 128   1280    896 -1.41721454239299E-01 -8.23992986378282E-03  1.753991E+02
        1      4   2    1    320   2  16   2880    112 -1.28586943719462E-01 -6.34376124524816E-03  1.247093E+02
        1      4   2    1    320   2  32   2880    224 -1.28598840074234E-01 -8.40328134371474E-03  2.301911E+02
        1      4   2    1    320   2  64   2880    448 -1.28605711227888E-01 -8.60349042617228E-03  4.386086E+02
        1      4   2    1    320   2 128   2880    896 -1.28599316154404E-01 -8.60466739150118E-03  5.105428E+02
        1      4   2    1    320   3  16   5120    112 -1.27398557519689E-01 -6.32674256000460E-03  3.149102E+02
        1      4   2    1    320   3  32   5120    224 -1.28161050758016E-01 -8.37370018522321E-03  5.897459E+02
        1      4   2    1    320   3  64   5120    448 -1.28222738383270E-01 -8.57794060539388E-03  8.052325E+02
        1      4   2    1    320   3 128   5120    896 -1.28217913797444E-01 -8.58025789217645E-03  1.283099E+03
        1      4   2    1    320   4  16   8000    112 -1.26352521444376E-01 -6.29721960028040E-03  8.378142E+02
        1      4   2    1    320   4  32   8000    224 -1.28036712221695E-01 -8.36735554775078E-03  1.537833E+03
        1      4   2    1    320   4  64   8000    448 -1.28166354595907E-01 -8.57414292187650E-03  2.237232E+03
        1      4   2    1    320   4 128   8000    896 -1.28166105305452E-01 -8.57672391181579E-03  3.313065E+03
        1      4   2    2   1280   1  16   5120    112 -1.31153262706346E-01 -6.27834342663514E-03  1.692107E+02
        1      4   2    2   1280   1  32   5120    224 -1.31031981739016E-01 -8.34205537738422E-03  2.908661E+02
        1      4   2    2   1280   1  64   5120    448 -1.31029013711609E-01 -8.53251003295306E-03  4.340665E+02
        1      4   2    2   1280   1 128   5120    896 -1.31022688648853E-01 -8.53584064420801E-03  6.669426E+02
        1      4   2    2   1280   2  16  11520    112 -1.27265037149483E-01 -6.32156714921195E-03  5.742882E+02
        1      4   2    2   1280   2  32  11520    224 -1.28224621755620E-01 -8.37556296821154E-03  8.630350E+02
        1      4   2    2   1280   2  64  11520    448 -1.28300448713146E-01 -8.58020682493055E-03  1.619747E+03
        1      4   2    2   1280   2 128  11520    896 -1.28296566545013E-01 -8.58252557982864E-03  2.122025E+03
        1      4   2    2   1280   3  16  20480    112 -1.25604758458738E-01 -6.27891886068155E-03  1.612433E+03
        1      4   2    2   1280   3  32  20480    224 -1.27988368232478E-01 -8.36593065957209E-03  2.451525E+03
        1      4   2    2   1280   3  64  20480    448 -1.28167734265243E-01 -8.57439144569962E-03  3.736782E+03
        1      4   2    2   1280   3 128  20480    896 -1.28170824468715E-01 -8.57721709613561E-03  5.469629E+03
        1      4   2    2   1280   4  16  32000    112 -1.23660524478912E-01 -6.23195360880530E-03  4.544456E+03
        1      4   2    2   1280   4  32  32000    224 -1.27849650933923E-01 -8.36168448373181E-03  6.751216E+03
        1      4   2    2   1280   4  64  32000    448 -1.28156127779991E-01 -8.57454698096818E-03  1.115855E+04
        1      4   2    2   1280   4 128  32000    896 -1.28167620767369E-01 -8.57763828511469E-03  1.442155E+04
        1      4   3    0     80   1  16    320    112 -1.03735497436810E-02 -5.83122903578814E-03  6.313576E+00
        1      4   3    0     80   1  32    320    224 -9.74196062973828E-03 -7.90059647259778E-03  1.367657E+01
        1      4   3    0     80   1  64    320    448 -9.73752888593342E-03 -8.08167264285867E-03  2.555103E+01
        1      4   3    0     80   1 128    320    896 -9.75381075082284E-03 -8.08831831796324E-03  4.972174E+01
        1      4   3    0     80   2  16    720    112 -5.70603350434332E-03 -6.63317217781911E-03  1.543097E+01
