#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -1.48901335705887e-10 5.97367488808231e-10 -2.12768073891208e-11
0.002 -2.93141511065187e-10 7.71716912595366e-09 -3.00311350409088e-10
0.003 -6.53832543662247e-10 2.73109819204365e-08 -1.35750978518801e-09
0.004 -1.39592515324694e-09 6.1129423301054e-08 -3.87458719089962e-09
0.005 -2.43974618285847e-09 1.10085800031356e-07 -8.62809977280592e-09
0.006 -3.63155194804676e-09 1.76143867491874e-07 -1.64603687455571e-08
0.007 -4.89149698523761e-09 2.61060808526281e-07 -2.82664382372435e-08
0.008 -6.2155276481235e-09 3.65266259905184e-07 -4.49879192470093e-08
0.009 -7.63265539660551e-09 4.87979960439588e-07 -6.76098090458972e-08
0.01 -9.17799169997124e-09 6.27877867032112e-07 -9.71585423234795e-08
0.011 -1.08684243826929e-08 7.83613423038787e-07 -1.34700544880626e-07
0.012 -1.2685397621226e-08 9.53916167389934e-07 -1.81341032480132e-07
0.013 -1.45836533960164e-08 1.13743594809534e-06 -2.38222933787224e-07
0.014 -1.65159690368455e-08 1.33266079771488e-06 -3.06525834265109e-07
0.015 -1.84495920763084e-08 1.53799319235759e-06 -3.87464869374111e-07
0.016 -2.03670289522506e-08 1.751866275157e-06 -4.82289543981439e-07
0.017 -2.22590728071737e-08 1.97284126102204e-06 -5.92282494870683e-07
0.018 -2.41179147764115e-08 2.19969948389576e-06 -7.18758237737427e-07
0.019 -2.59341632613541e-08 2.43149745315918e-06 -8.63061947020236e-07
0.02 -2.76979541524724e-08 2.66753183453261e-06 -1.02656830696033e-06
0.021 -2.94028179581574e-08 2.90722443097025e-06 -1.21068045347028e-06
0.022 -3.10488790233876e-08 3.14999626738199e-06 -1.41682900811112e-06
0.023 -3.26432036956703e-08 3.39519018766055e-06 -1.64647119250924e-06
0.024 -3.41970221029442e-08 3.64205844149978e-06 -1.90109000634667e-06
0.025 -3.57212925905515e-08 3.88979827903313e-06 -2.1821934540027e-06
0.026 -3.72227066947062e-08 4.13760697881571e-06 -2.49131381127669e-06
0.027 -3.87017831116054e-08 4.38473125186079e-06 -2.83000692952076e-06
0.028 -4.01532531668636e-08 4.6304982426193e-06 -3.19985157782806e-06
0.029 -4.15681746801511e-08 4.87432759754824e-06 -3.60244882357268e-06
0.03 -4.29366231458062e-08 5.11572979888797e-06 -4.03942144959686e-06
0.031 -4.42498393482538e-08 5.35429666470577e-06 -4.51241340304832e-06
0.032 -4.55012596489723e-08 5.58968777752966e-06 -5.02308926819371e-06
0.033 -4.66863170345277e-08 5.82161458595465e-06 -5.57313375412877e-06
0.034 -4.78013379989761e-08 6.04982241014795e-06 -6.16425118889297e-06
0.035 -4.88421978417364e-08 6.27407066744468e-06 -6.7981650141129e-06
0.036 -4.98034253837432e-08 6.49411277464651e-06 -7.47661727779922e-06
0.037 -5.06782811271478e-08 6.70967875748829e-06 -8.20136812674736e-06
0.038 -5.1459954519828e-08 6.92046366523869e-06 -8.97419530247634e-06
0.039 -5.21434007083599e-08 7.12612452602457e-06 -9.79689364607589e-06
0.04 -5.27274384154452e-08 7.32628639354971e-06 -1.06712746170621e-05
0.041 -5.32160662203296e-08 7.52055629504866e-06 -1.15991658303275e-05
0.042 -5.3618718354187e-08 7.70854202514215e-06 -1.25824106137428e-05
0.043 -5.39491828988048e-08 7.88987228261817e-06 -1.36228675875518e-05
0.044 -5.42233351552568e-08 8.0642145370291e-06 -1.47224102653567e-05
0.045 -5.44562439586116e-08 8.23128810978346e-06 -1.58829266760912e-05
0.046 -5.46593206252055e-08 8.39087152471052e-06 -1.71063190055549e-05
0.047 -5.48381873244352e-08 8.54280431283883e-06 -1.83945032556962e-05
0.048 -5.499160238287e-08 8.68698430522841e-06 -1.9749408919822e-05
0.049 -5.51118066738354e-08 8.82336229679481e-06 -2.11729786707706e-05
