#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -4.32798508143151e-09 -8.49773584832292e-11 -7.1614364523969e-12
0.002 -2.55866314802233e-08 9.5439034453193e-10 -8.41826932293543e-11
0.003 -4.72909427173818e-08 2.12099493523965e-09 -3.54690005939176e-10
0.004 -5.6861017228016e-08 3.3849438807465e-09 -9.86939027254792e-10
0.005 -5.25039904886171e-08 4.68615013460294e-09 -2.18813800405445e-09
0.006 -3.44189015066831e-08 5.9712306210713e-09 -4.20174446615301e-09
0.007 -4.08985023625519e-09 7.20899961947907e-09 -7.3055032937799e-09
0.008 3.59884317902015e-08 8.38659985902268e-09 -1.18100127803578e-08
0.009 8.27808612768877e-08 9.50118916875908e-09 -1.8057554617226e-08
0.01 1.33200050100868e-07 1.05542312667239e-08 -2.64210963956844e-08
0.011 1.84462287222686e-07 1.15482485796292e-08 -3.73034080291016e-08
0.012 2.34274363464237e-07 1.24850565441648e-08 -5.11362596146382e-08
0.013 2.80882963110685e-07 1.33651134603952e-08 -6.83796797635271e-08
0.014 3.23036390525999e-07 1.41873783832125e-08 -8.95212599739785e-08
0.015 3.59902889712771e-07 1.49494390200289e-08 -1.15075494369838e-07
0.016 3.90976264696974e-07 1.56481192448155e-08 -1.45583146799843e-07
0.017 4.159877899923e-07 1.62795785740855e-08 -1.81610638929426e-07
0.018 4.34832850615408e-07 1.6839766914245e-08 -2.23749454686503e-07
0.019 4.47515757784345e-07 1.73247300949697e-08 -2.72615557457816e-07
0.02 4.54111489744946e-07 1.7730613421918e-08 -3.28848817387432e-07
0.021 4.5474199694695e-07 1.80538357597015e-08 -3.93112446877555e-07
0.022 4.49563687610066e-07 1.8291128611736e-08 -4.66092442862791e-07
0.023 4.38762880250465e-07 1.84395112512448e-08 -5.4849703481105e-07
0.024 4.22556318824263e-07 1.84963013794004e-08 -6.41056137617351e-07
0.025 4.01194604648936e-07 1.8459086703615e-08 -7.44520808631036e-07
0.026 3.74966470317872e-07 1.83259629693566e-08 -8.59662708158288e-07
0.027 3.44202796043191e-07 1.80952568484827e-08 -9.87273562701174e-07
0.028 3.0927973426742e-07 1.77658421307569e-08 -1.12816463006737e-06
0.029 2.70619946007855e-07 1.73369620881658e-08 -1.28316616564107e-06
0.03 2.28692178083634e-07 1.68083751361792e-08 -1.45312688872717e-06
0.031 1.84008943193703e-07 1.61802127252031e-08 -1.63891344807758e-06
0.032 1.37122405874379e-07 1.54529971041484e-08 -1.84140988549906e-06
0.033 8.86186963811042e-08 1.46275063173107e-08 -2.06151709646095e-06
0.034 3.91110521746896e-08 1.37046107795413e-08 -2.30015228669866e-06
0.035 -1.07683071348674e-08 1.26851809056916e-08 -2.55824842362211e-06
0.036 -6.03768004481253e-08 1.15698348679416e-08 -2.83675368167695e-06
0.037 -1.09070743548045e-07 1.03588213562489e-08 -3.13663088062762e-06
0.038 -1.56214706947821e-07 9.05182062638232e-09 -3.45885691587682e-06
0.039 -2.01190852422428e-07 7.64774199524254e-09 -3.80442218012467e-06
0.04 -2.43408003086643e-07 6.14465278658827e-09 -4.17432997568568e-06
0.041 -2.82310219645865e-07 4.53962556434817e-09 -4.56959591686127e-06
0.042 -3.17384778014684e-07 2.82872392176614e-09 -4.99124732207361e-06
0.043 -3.48169386654718e-07 1.0069669542645e-09 -5.44032259528968e-06
0.044 -3.74258476654177e-07 -9.31628107991855e-10 -5.91787059665144e-06
0.045 -3.95308592970878e-07 -2.99394287139876e-09 -6.42495000217035e-06
0.046 -4.11042737624712e-07 -5.18759435408356e-09 -6.9626286525095e-06
0.047 -4.21253632865159e-07 -7.5207857719306e-09 -7.53198289098027e-06
0.048 -4.25805962933623e-07 -1.00020010052049e-08 -8.13409689088326e-06
0.049 -4.246375233663e-07 -1.2639816304727e-08 -8.77006197248353e-06
0.05 -4.17759325799238e-07 -1.54425023879412e-08 -9.44097590996514e-06
0.051 -4.05254633406571e-07 -1.84177366691074e-08 -1.01479422286695e-05
0.052 -3.87277223623528e-07 -2.15723048313521e-08 -1.08920694930825e-05
0.053 -3.64048501566572e-07 -2.49115998940397e-08 -1.16744705860239e-05
0.054 -3.35854023703064e-07 -2.84394303662339e-08 -1.24962619793226e-05
0.055 -3.03039096039015e-07 -3.21575193140688e-08 -1.33585629966855e-05
0.056 -2.66004049009894e-07 -3.60654119901938e-08 -1.42624950694448e-05
0.057 -2.25198172998375e-07 -4.01597937127463e-08 -1.52091809841118e-05
0.058 -1.81114549135941e-07 -4.44343868366559e-08 -1.61997441256098e-05
0.059 -1.34282849728606e-07 -4.88798299613791e-08 -1.72353077118256e-05
0.06 -8.52632737746717e-08 -5.34833084486763e-08 -1.83169940246655e-05
0.061 -3.46395552242029e-08 -5.82283341543643e-08 -1.94459236347692e-05
0.062 1.69879115219373e-08 -6.30947134538928e-08 -2.0623214621731e-05
0.063 6.90090189436887e-08 -6.80584584245025e-08 -2.1849981789791e-05
0.064 1.2081066991243e-07 -7.30916944746696e-08 -2.31273358795199e-05
0.065 1.71783545610538e-07 -7.81627740309432e-08 -2.44563827757824e-05
0.066 2.21328438243518e-07 -8.32363298286509e-08 -2.58382227123558e-05
0.067 2.68862486052512e-07 -8.82734347840142e-08 -2.72739494736243e-05
0.068 3.13824891406966e-07 -9.32317831825458e-08 -2.87646495936347e-05
0.069 3.55682416852687e-07 -9.80660459504179e-08 -3.03114015530008e-05
0.07 3.93934268316798e-07 -1.02728112238992e-07 -3.19152749741168e-05
0.071 4.28116683437452e-07 -1.07167554830312e-07 -3.35773298150623e-05
0.0720000000000001 4.57806834219809e-07 -1.11332020935606e-07 -3.52986155628624e-05
0.0730000000000001 4.82626422382282e-07 -1.15167789971338e-07 -3.70801704266538e-05
0.0740000000000001 5.02244565936394e-07 -1.18620288702687e-07 -3.89230205313611e-05
0.0750000000000001 5.16380215032086e-07 -1.21634720073871e-07 -4.08281791127157e-05
0.0760000000000001 5.24804065094031e-07 -1.24156660064045e-07 -4.27966457146375e-05
0.0770000000000001 5.27339871325694e-07 -1.2613277178275e-07 -4.48294053895845e-05
0.0780000000000001 5.23865290702474e-07 -1.27511444958373e-07 -4.69274279032775e-05
0.0790000000000001 5.14312118227167e-07 -1.28243584640586e-07 -4.90916669448928e-05
0.0800000000000001 4.98666178572194e-07 -1.28283247136096e-07 -5.13230593439766e-05
0.0810000000000001 4.76966590667871e-07 -1.27588396736655e-07 -5.36225242956552e-05
0.0820000000000001 4.49304693006525e-07 -1.26121626919939e-07 -5.59909625955958e-05
0.0830000000000001 4.15822448474046e-07 -1.23850817601578e-07 -5.84292558867029e-05
0.0840000000000001 3.7671061292599e-07 -1.20749540144516e-07 -6.09382659154424e-05
0.0850000000000001 3.32206264275214e-07 -1.16798542393326e-07 -6.35188338235018e-05
0.0860000000000001 2.82590292499663e-07 -1.11985738016074e-07 -6.61717794131905e-05
0.0870000000000001 2.28184523720643e-07 -1.06305510172433e-07 -6.88979004802789e-05
0.0880000000000001 1.69348496115163e-07 -9.97613724962321e-08 -7.16979721450059e-05
0.0890000000000001 1.06475575023524e-07 -9.2365180393017e-08 -7.45727462074727e-05
0.0900000000000001 3.99912973847449e-08 -8.41367757686839e-08 -7.75229505409099e-05
0.0910000000000001 -2.96535827004618e-08 -7.51056710157627e-08 -8.05492884974682e-05
0.0920000000000001 -1.01984658940069e-07 -6.53101466241424e-08 -8.36524383632659e-05
0.0930000000000001 -1.76508166305211e-07 -5.4797286708208e-08 -8.68330528406673e-05
0.0940000000000001 -2.52715384618796e-07 -4.36231033518197e-08 -9.00917585675565e-05
0.0950000000000001 -3.30086507460692e-07 -3.18522097586538e-08 -9.34291556787502e-05
0.0960000000000001 -4.08094686932259e-07 -1.95575253769675e-08 -9.68458174097214e-05
0.0970000000000001 -4.86209977168528e-07 -6.8198637848127e-09 -0.000100342289746178
0.0980000000000001 -5.63903327588378e-07 6.27269614028592e-09 -0.000103919091120671
0.0990000000000001 -6.40650258176834e-07 1.96251725981256e-08 -0.000107576712162254
0.1 -7.15934849182531e-07 3.31367928652071e-08 -0.000111315615495818
0.101 -7.89252455390965e-07 4.67012206684103e-08 -0.000115136235599483
0.102 -8.60114692358138e-07 6.02082224077094e-08 -0.000119038978718893
0.103 -9.28050814863468e-07 7.35437026833097e-08 -0.000123024222835992
0.104 -9.92611839834012e-07 8.65914735470596e-08 -0.000127092317705541
