#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -1.56850119559238e-08 -8.22479573159285e-05 -4.0555860515514e-10
0.002 -2.05014023535455e-08 -0.000227412553172712 -4.40247677521005e-09
0.003 -1.48112144771062e-08 -0.000419933795441807 -1.79997553551047e-08
0.004 -6.88519241620611e-09 -0.000653521548340308 -4.90649675095206e-08
0.005 2.17769313692884e-09 -0.000924762950244684 -1.06977237284735e-07
0.006 1.18419833938788e-08 -0.00123147894404596 -2.02436822106735e-07
0.007 2.10103618947244e-08 -0.00157215254619913 -3.47341104338069e-07
0.008 2.84024288532692e-08 -0.00194566069177071 -5.54694000652134e-07
0.009 3.29899370044018e-08 -0.00235113316035296 -8.38535644647094e-07
0.01 3.41600636666328e-08 -0.00278787167213324 -1.21388543283113e-06
0.011 3.16797161836746e-08 -0.00325530033120458 -1.69669453314349e-06
0.012 2.55771932522464e-08 -0.00375293358611728 -2.30380540193996e-06
0.013 1.60154680628466e-08 -0.00428035456137721 -3.05291665895395e-06
0.014 3.19086490563336e-09 -0.0048371998488328 -3.96255215798658e-06
0.015 -1.27339809807836e-08 -0.00542314850514813 -5.05203340982283e-06
0.016 -3.1666452571244e-08 -0.00603791389453789 -6.34145473138274e-06
0.017 -5.3596969973313e-08 -0.00668123751824368 -7.85166064838378e-06
0.018 -7.85971248085104e-08 -0.0073528842676005 -9.60422518826286e-06
0.019 -1.06809254774021e-07 -0.00805263871866302 -1.16214327798899e-05
0.02 -1.384328944809e-07 -0.00878030220086501 -1.3926260534319e-05
0.021 -1.73710952289241e-07 -0.00953569044888525 -1.65423617246186e-05
0.022 -2.12917660391554e-07 -0.010318631698425 -1.94940503147716e-05
0.023 -2.56349043770143e-07 -0.0111289651232909 -2.28062864129699e-05
0.024 -3.04316710941777e-07 -0.0119665395372657 -2.65046625424117e-05
0.025 -3.57142670104338e-07 -0.0128312123026078 -3.06153906419176e-05
0.026 -4.1515811943782e-07 -0.0137228484033436 -3.51652897143066e-05
0.027 -4.78702020245692e-07 -0.0146413196486392 -4.01817740588346e-05
0.028 -5.48121550814074e-07 -0.0155865039820284 -4.56928420254563e-05
0.029 -6.23772919983168e-07 -0.0165582848769219 -5.17270652398982e-05
0.03 -7.06021821006431e-07 -0.0175565508039703 -5.83135782556629e-05
0.031 -7.95245869600336e-07 -0.0185811947568766 -6.54820685836791e-05
0.032 -8.91832288907324e-07 -0.0196321138295517 -7.32627670818227e-05
0.033 -9.72277497623963e-07 -0.0207092061795251 -8.16864380908978e-05
0.034 -1.07888058309413e-06 -0.0218123806120971 -9.07843864200314e-05
0.035 -1.19307341872599e-06 -0.0229415412181275 -0.000100588402617615
0.036 -1.31690354798764e-06 -0.0240965992523634 -0.000111130801897539
