#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -1.03289821140606e-10 -1.03405284335167e-10 -1.70185558165665e-13
0.002 -1.72834191403126e-10 -1.70199854210296e-10 -3.50244255099601e-12
0.003 -1.63723257173842e-10 -1.51388235281047e-10 -1.90723376340477e-11
0.004 -1.61368696183217e-10 -1.34452449174205e-10 -6.02965342590206e-11
0.005 -1.75195857821109e-10 -1.33557165327147e-10 -1.42721486711349e-10
0.006 -1.83170811851596e-10 -1.28991928249889e-10 -2.83008842768989e-10
0.007 -1.82868831188898e-10 -1.18188125952656e-10 -4.98411643920896e-10
0.008 -1.81267445498179e-10 -1.08975939383527e-10 -8.06466997686661e-10
0.009 -1.60122581860378e-10 -1.16912701741967e-10 -1.22481773029721e-09
0.01 -1.32430955090967e-10 -1.29489308164921e-10 -1.77107952858789e-09
0.011 -1.214948142092e-10 -1.28938637544707e-10 -2.4627513464251e-09
0.012 -1.19175780355363e-10 -1.21499255101298e-10 -3.31718231199389e-09
0.013 -1.15927711874519e-10 -1.15477405415731e-10 -4.3515704759298e-09
0.014 -1.11665343638379e-10 -1.11636921928948e-10 -5.58296803399021e-09
0.015 -1.08407505194918e-10 -1.08261843934088e-10 -7.02828913508451e-09
0.016 -1.06044950598516e-10 -1.05064401623167e-10 -8.70432155495007e-09
0.017 -1.03771213844084e-10 -1.0238920822303e-10 -1.06277393290015e-08
0.018 -1.01365138505116e-10 -1.00197183883211e-10 -1.2815113452835e-08
0.019 -9.89066606393862e-11 -9.81650316589366e-11 -1.52829200687905e-08
0.02 -9.63646940022045e-11 -9.60440615926927e-11 -1.80475461783411e-08
0.021 -9.36823951747101e-11 -9.3759666697224e-11 -2.11252927376636e-08
0.022 -9.08713104763592e-11 -9.12656616947061e-11 -2.45323754134662e-08
0.023 -8.80389094959355e-11 -8.86402062860725e-11 -2.82849239887609e-08
0.024 -8.52979908927409e-11 -8.59898818816873e-11 -3.23989817095708e-08
0.025 -8.27915513923472e-11 -8.3520745874921e-11 -3.68905056225406e-08
0.026 -8.06217315130198e-11 -8.13997758086771e-11 -4.17753686454914e-08
0.027 -7.8858697349915e-11 -7.97228949522832e-11 -4.70693635215469e-08
0.028 -7.75441932887588e-11 -7.85327358698851e-11 -5.27882082995517e-08
0.029 -7.66737784374527e-11 -7.77937714246946e-11 -5.89475527082315e-08
0.03 -7.61755103440009e-11 -7.74136310610629e-11 -6.55629846760156e-08
0.031 -7.59543539174956e-11 -7.72786279412685e-11 -7.26500363922082e-08
0.032 -7.58859641791787e-11 -7.72324426634441e-11 -8.02241895423773e-08
0.033 -7.58415552581937e-11 -7.71436248214741e-11 -8.83008796854004e-08
0.034 -7.56914531052644e-11 -7.68878294366004e-11 -9.68954998972787e-08
0.035 -7.53308526668661e-11 -7.63726859531744e-11 -1.06023403869448e-07
0.036 -7.4664718852091e-11 -7.55022711018682e-11 -1.15699908774216e-07
0.037 -7.36308791715601e-11 -7.42339523185365e-11 -1.25940297953923e-07
0.038 -7.21902537748065e-11 -7.25606241758214e-11 -1.36759823557547e-07
0.039 -7.03241909150165e-11 -7.04858393874019e-11 -1.48173709115667e-07
0.04 -6.80682177289782e-11 -6.8045125090066e-11 -1.60197152076442e-07
0.041 -6.5444538677184e-11 -6.52988774163532e-11 -1.72845326259753e-07
0.042 -6.25188789626918e-11 -6.2311045212482e-11 -1.8613338432217e-07
0.043 -5.93685101080155e-11 -5.91739990341011e-11 -2.00076460232898e-07
0.044 -5.60849144903841e-11 -5.59730040095019e-11 -2.14689671959633e-07
0.045 -5.27613508438662e-11 -5.27862198396178e-11 -2.29988124334255e-07
0.046 -4.94901897241107e-11 -4.96882535117038e-11 -2.45986912143624e-07
0.047 -4.63664662220253e-11 -4.67608174403722e-11 -2.62701123601917e-07
0.048 -4.34612346111862e-11 -4.4057202330805e-11 -2.80145844035163e-07
0.049 -4.0826009239936e-11 -4.16129353197903e-11 -2.98336159921598e-07
0.05 -3.85167453487156e-11 -3.94493326894008e-11 -3.17287163075413e-07
0.051 -3.6560976468536e-11 -3.75948161490669e-11 -3.3701395510131e-07
0.052 -3.4943603566262e-11 -3.60280694167159e-11 -3.57531652014226e-07
0.053 -3.3652192144018e-11 -3.47277762102749e-11 -3.78855388899837e-07
0.054 -3.26556559571145e-11 -3.36655148203135e-11 -4.01000324672606e-07
0.055 -3.18909343377527e-11 -3.27915472553286e-11 -4.23981646896059e-07
0.056 -3.13251646844037e-11 -3.20738990922109e-11 -4.47814576513275e-07
0.057 -3.08828518313931e-11 -3.1448621484742e-11 -4.72514372546081e-07
0.058 -3.04947178619841e-11 -3.0880187296134e-11 -4.98096336714628e-07
0.059 -3.01056957141554e-11 -3.02939895391319e-11 -5.24575817875054e-07
0.06 -2.96633828611448e-11 -2.96616065043054e-11 -5.51968216523885e-07
0.061 -2.91171531330292e-11 -2.89297474864725e-11 -5.80288989055963e-07
0.062 -2.84359202851192e-11 -2.80948597719544e-11 -6.09553652058167e-07
0.063 -2.7589486251145e-11 -2.71000999418902e-11 -6.39777786549879e-07
0.064 -2.65494293216761e-11 -2.59419152826013e-11 -6.70977042316063e-07
