#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -2.12123651976981e-11 -2.12168060897966e-11 -4.16377930790212e-19
0.002 -1.4918732915703e-11 -1.49356083056773e-11 -6.15508048386458e-18
0.003 -3.30064864328961e-11 -3.30224736444507e-11 -2.87540217509631e-17
0.004 -2.51123566386013e-11 -2.51176857091195e-11 -8.17284137884455e-17
0.005 -2.48032705485457e-11 -2.47979414780275e-11 -1.7883005091571e-16
0.006 -2.4289903421959e-11 -2.42970088493166e-11 -3.34503554468634e-16
0.007 -2.5883295506901e-11 -2.59063881458133e-11 -5.62940064194295e-16
0.008 -2.54258836207555e-11 -2.54409826538904e-11 -8.77099373093056e-16
0.009 -2.52136089784472e-11 -2.52242671194836e-11 -1.28759886483044e-15
0.01 -2.48459031126913e-11 -2.48547848968883e-11 -1.80302098369843e-15
0.011 -2.42907916003787e-11 -2.43005615629954e-11 -2.42971668016516e-15
0.012 -2.35580444041261e-11 -2.35793606861989e-11 -3.17361345564033e-15
0.013 -2.2803092747381e-11 -2.2829738099972e-11 -4.0396918593043e-15
0.014 -2.27444729716808e-11 -2.277644739479e-11 -5.03655845644933e-15
0.015 -2.3182344932593e-11 -2.32169838909613e-11 -6.17220710728024e-15
0.016 -2.31512586879035e-11 -2.31850094678521e-11 -7.4601351544257e-15
0.017 -2.23518981101734e-11 -2.23892016038008e-11 -8.91665548299417e-15
0.018 -2.15392148561477e-11 -2.15862883123918e-11 -1.05600518632893e-14
0.019 -2.13207229649015e-11 -2.13660200643062e-11 -1.24100539740168e-14
0.02 -2.14122053421306e-11 -2.1458390619955e-11 -1.44869185816404e-14
0.021 -2.12336814797709e-11 -2.1280754936015e-11 -1.68095738599395e-14
0.022 -2.06998862495311e-11 -2.07442951705161e-11 -1.93940377776644e-14
0.023 -2.01971772639808e-11 -2.02575733965205e-11 -2.22527740375134e-14
0.024 -2.00124361526832e-11 -2.00834904262592e-11 -2.5393670273157e-14
0.025 -1.99769090158952e-11 -2.00550687168288e-11 -2.88183614798679e-14
0.026 -1.97468708051929e-11 -1.9838353182422e-11 -3.25277047060962e-14
0.027 -1.92272864296683e-11 -1.93125515579595e-11 -3.65154546257205e-14
0.028 -1.86073378927176e-11 -1.87085902325634e-11 -4.07803680623808e-14
0.029 -1.81774595375828e-11 -1.82751591637498e-11 -4.53166801065294e-14
0.03 -1.79873893557669e-11 -1.80975234798098e-11 -5.01310058439475e-14
0.031 -1.78248527049618e-11 -1.79412040779425e-11 -5.52316082100758e-14
0.032 -1.74313896650347e-11 -1.75433001459169e-11 -6.06355513255289e-14
0.033 -1.67448277466065e-11 -1.68682845469448e-11 -6.63666531678311e-14
0.034 -1.59889879114417e-11 -1.61115565333603e-11 -7.24504474260632e-14
0.035 -1.54321000422897e-11 -1.55750967678614e-11 -7.89229967198605e-14
0.036 -1.52668988562255e-11 -1.54116719386366e-11 -8.58133179230715e-14
0.037 -1.53947965486623e-11 -1.55573331994674e-11 -9.31493646184983e-14
0.038 -1.55973012283539e-11 -1.57740487338742e-11 -1.0094928009967e-13
0.039 -1.56390456140798e-11 -1.58273394390562e-11 -1.09224494811511e-13
0.04 -1.53965729055017e-11 -1.55857549088978e-11 -1.17982984290523e-13
0.041 -1.49054102394075e-11 -1.50954804212233e-11 -1.27214690569703e-13
0.042 -1.42588163498658e-11 -1.44559919590392e-11 -1.3691065794985e-13
0.043 -1.35784716803755e-11 -1.37845290737459e-11 -1.47058440817049e-13
0.044 -1.29709576413006e-11 -1.31912258893863e-11 -1.57649541273553e-13
0.045 -1.24691368341701e-11 -1.27009514017118e-11 -1.68664208178628e-13
0.046 -1.20845555784399e-11 -1.23172583244013e-11 -1.80104666727531e-13
0.047 -1.17914566999389e-11 -1.20365939437761e-11 -1.91990224890711e-13
0.048 -1.15507603482001e-11 -1.18092202683329e-11 -2.04334286223405e-13
0.049 -1.13136167101402e-11 -1.1574741165532e-11 -2.17170279635264e-13
0.05 -1.10365050431938e-11 -1.13224984943372e-11 -2.30531002083188e-13
0.051 -1.07140962768426e-11 -1.1006306976924e-11 -2.44458291184654e-13
