#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -6.18172180111287e-11 -6.18207707248075e-11 -1.04965455857375e-12
0.002 -2.49080756020703e-11 -2.4094504169625e-11 -1.91584606015207e-11
0.003 -3.77564646214523e-11 -3.60280694167159e-11 -9.50818336384492e-11
0.004 -6.83613166074792e-11 -6.77857769915136e-11 -2.97873026307185e-10
0.005 -5.87441206789663e-11 -5.82716097596858e-11 -7.31002690969101e-10
0.006 -6.36575236967474e-11 -6.49365006211156e-11 -1.52069369218548e-09
0.007 -7.09015068878216e-11 -7.37827576813288e-11 -2.81860033837095e-09
0.008 -6.29416518904691e-11 -6.60378418615437e-11 -4.80955769121042e-09
0.009 -6.15454354147005e-11 -6.47233378003875e-11 -7.70891447131696e-09
0.01 -6.58619825344431e-11 -6.82511824834364e-11 -1.17557454825897e-08
0.011 -6.30819840807817e-11 -6.32489616236853e-11 -1.72174502436262e-08
0.012 -5.76605430069321e-11 -5.61364288387267e-11 -2.43940854863017e-08
0.013 -5.45394840401059e-11 -5.30100408013823e-11 -3.36122591358375e-08
0.014 -5.13900033638492e-11 -5.04520869526459e-11 -4.52248308379245e-08
0.015 -4.92477170155325e-11 -4.81250594930316e-11 -5.96142573675799e-08
0.016 -5.17026421675837e-11 -4.90771867589501e-11 -7.71905126568852e-08
0.017 -5.85149706466837e-11 -5.31770183442859e-11 -9.83904448256931e-08
0.018 -6.6442851220927e-11 -5.7806204267763e-11 -1.23680258351478e-07
0.019 -7.2168049314314e-11 -6.04316596763965e-11 -1.53555789081448e-07
0.02 -7.34097227450548e-11 -5.91562354657071e-11 -1.8854029162148e-07
0.021 -7.00666191733035e-11 -5.381650680647e-11 -2.29182403833385e-07
0.022 -6.47641940076937e-11 -4.6817660859233e-11 -2.76055270770391e-07
0.023 -6.12523365361994e-11 -4.16413570292207e-11 -3.29756841707012e-07
0.024 -6.20872242507176e-11 -4.06785716222657e-11 -3.90911651467927e-07
0.025 -6.73487932090211e-11 -4.40323333350534e-11 -4.60173171692134e-07
0.026 -7.49444950542966e-11 -4.9560355819267e-11 -5.38224515053481e-07
0.027 -8.17745871017905e-11 -5.41824363153864e-11 -6.25776744569897e-07
0.028 -8.5416118622561e-11 -5.54329915303242e-11 -7.2356605503119e-07
0.029 -8.50839398935932e-11 -5.25481880231382e-11 -8.32351260567164e-07
0.03 -8.19024847942273e-11 -4.66897631667962e-11 -9.52912342986559e-07
0.031 -7.8150819149414e-11 -4.01279010020517e-11 -1.08605021115205e-06
0.032 -7.61861684850373e-11 -3.52571305484162e-11 -1.23258727746916e-06
0.033 -7.75042252598723e-11 -3.35766969783435e-11 -1.39336830367372e-06
0.034 -8.2255979805268e-11 -3.51789708474826e-11 -1.56926131378732e-06
0.035 -8.93507490218326e-11 -3.89377419196535e-11 -1.76115865239837e-06
0.036 -9.69642144355021e-11 -4.30979696375289e-11 -1.9699780809926e-06
0.037 -1.03366204484701e-10 -4.59436932942481e-11 -2.19666338861172e-06
0.038 -1.07512221347861e-10 -4.64943639144622e-11 -2.44218375885412e-06
0.039 -1.09315223539852e-10 -4.47002435066679e-11 -2.70753130252564e-06
0.04 -1.09537268144777e-10 -4.1332270939165e-11 -2.99371675709093e-06
0.041 -1.0937917238607e-10 -3.75699471533153e-11 -3.30176417270497e-06
0.042 -1.10029318989291e-10 -3.45217188169045e-11 -3.63270605916854e-06
0.043 -1.12162723553411e-10 -3.28519433878682e-11 -3.9875806104846e-06
0.044 -1.15914389198224e-10 -3.26032534303522e-11 -4.36743214254735e-06
