#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 1.15432996494746e-10 -1.15427667424228e-10 -6.85859564336073e-11
0.002 1.75701231341918e-09 -1.75699454985079e-09 -1.07139078198035e-09
0.003 7.99235344572935e-09 -7.99228416781261e-09 -5.29772722486066e-09
0.004 2.27272636266207e-08 -2.27269829622401e-08 -1.63610219693254e-08
0.005 5.00197963049231e-08 -5.0018957864495e-08 -3.90482832113786e-08
0.006 9.36532771333987e-08 -9.36512307703197e-08 -7.91879368266714e-08
0.007 1.56901474923643e-07 -1.56897165481951e-07 -1.4353366826325e-07
0.008 2.42431104524599e-07 -2.42423055851759e-07 -2.39662232469261e-07
0.009 3.5229811423676e-07 -3.52284395432889e-07 -3.75883471434372e-07
0.01 4.88003813359228e-07 -4.87982084962368e-07 -5.61161015619705e-07
0.011 6.50585278094695e-07 -6.5055290221494e-07 -8.05042347981912e-07
0.012 8.40721158468227e-07 -8.40675312474559e-07 -1.11759708265105e-06
0.013 1.05883951739827e-06 -1.05877742129223e-06 -1.50936245911875e-06
0.014 1.30521865848721e-06 -1.30513777207852e-06 -1.99129518070155e-06
0.015 1.58007518358261e-06 -1.57997349248262e-06 -2.57472883623214e-06
0.016 1.88363618924825e-06 -1.88351250685059e-06 -3.27133623905071e-06
0.017 2.2161942858645e-06 -2.21604853578583e-06 -4.09309609959348e-06
0.018 2.5781454713325e-06 -2.57797906755286e-06 -5.05226351917099e-06
0.019 2.97001088256366e-06 -2.96982703673621e-06 -6.1613438544285e-06
0.02 3.39244411051709e-06 -3.39224819967399e-06 -7.4330695557865e-06
0.021 3.84622595639428e-06 -3.8460259084161e-06 -8.88037963025953e-06
0.022 4.3322488014752e-06 -4.33205543259874e-06 -1.05164014199334e-05
0.023 4.85149283768749e-06 -4.85132026284418e-06 -1.23544344235271e-05
0.024 5.40499619461343e-06 -5.40486218270075e-06 -1.44079359198236e-05
0.025 5.99382095067824e-06 -5.99374732956903e-06 -1.66905081797639e-05
0.026 6.61901684395616e-06 -6.6190298930735e-06 -1.92158870781944e-05
0.027 7.28158428842107e-06 -7.28171512776044e-06 -2.19979319380786e-05
0.028 7.98243798350029e-06 -7.98272298396796e-06 -2.50506164590179e-05
0.029 8.72237228222161e-06 -8.72285352571112e-06 -2.83880205987799e-05
0.03 9.50202939797862e-06 -9.50275504152387e-06 -3.20243232917403e-05
0.031 1.03218708336072e-05 -1.03228955978807e-05 -3.59737959012379e-05
0.032 1.11821529547029e-05 -1.1183538539683e-05 -4.02507963150157e-05
0.033 1.20829067853379e-05 -1.20847223854526e-05 -4.4869763603094e-05
0.034 1.30239223583573e-05 -1.30262450888097e-05 -4.98452131672251e-05
0.035 1.40047376806507e-05 -1.40076530783517e-05 -5.51917323191219e-05
0.036 1.50246322299097e-05 -1.50282347455288e-05 -6.09239762323261e-05
0.037 1.6082624885172e-05 -1.60870184124917e-05 -6.70566642189756e-05
0.038 1.7177476074437e-05 -1.71827744175346e-05 -7.36045762890309e-05
0.039 1.83076938267135e-05 -1.83140211937882e-05 -8.05825499542546e-05
0.04 1.94715433181614e-05 -1.94790348828633e-05 -8.8005477244443e-05
0.041 2.06670597897585e-05 -2.0675862117514e-05 -9.58883019070529e-05
0.042 2.18920640993048e-05 -2.19023357175274e-05 -0.000104246016765506
0.043 2.31441807692079e-05 -2.31560925669783e-05 -0.000113093661214362
0.044 2.44208579669447e-05 -2.44345936906143e-05 -0.000122446318832605
0.045 2.57193890753626e-05 -2.57351457797483e-05 -0.000132319115098833
0.046 2.70369353838618e-05 -2.70549237946227e-05 -0.000142727215194175
0.047 2.83705495878195e-05 -2.83909945117955e-05 -0.000153685821881318
0.048 2.97171996468393e-05 -2.97403403166641e-05 -0.000165210173448757
0.049 3.10737927549098e-05 -3.10998831238862e-05 -0.000177315541712051
0.05 3.24371990227945e-05 -3.2466508006479e-05 -0.000190017230064257
0.051 3.38042745564593e-05 -3.38370863026682e-05 -0.000203330571569412
0.052 3.51718838924597e-05 -3.52084978665346e-05 -0.000217270927093902
0.053 3.65369212325106e-05 -3.65776523985062e-05 -0.000231853683470952
0.054 3.78963305589508e-05 -3.79415093973989e-05 -0.000247094251694978
0.055 3.92471243504389e-05 -3.92970968903228e-05 -0.000263008065142572
0.056 4.05864007948509e-05 -4.06415285141293e-05 -0.000279610577817865
0.057 4.19113593341791e-05 -4.19720190940609e-05 -0.000296917262619878
0.058 4.32193146284732e-05 -4.32858984353857e-05 -0.000314943609631118
0.059 4.45077086919099e-05 -4.45806235056523e-05 -0.000333705124425283
0.06 4.57741213324425e-05 -4.5853788723349e-05 -0.000353217326393985
0.061 4.70162787937767e-05 -4.71031346478412e-05 -0.000373495747091146
0.062 4.82320607435582e-05 -4.83265548005818e-05 -0.000394555928595281
0.063 4.94195055225077e-05 -4.95221009053637e-05 -0.000416413421888762
0.064 5.05768137877283e-05 -5.06879864801135e-05 -0.000439083785254282
0.065 5.17023505626213e-05 -5.18225888406221e-05 -0.000462582582688565
0.066 5.27946458941386e-05 -5.29244496796366e-05 -0.00048692538233303
0.067 5.3852394058751e-05 -5.39922742746057e-05 -0.000512127754921628
0.068 5.48744515782573e-05 -5.50249293880256e-05 -0.000538205272246414
0.069 5.58598339708283e-05 -5.60214400593395e-05 -0.000565173505640675
0.07 5.68077115765675e-05 -5.69809853381287e-05 -0.000593048024479754
0.071 5.77174043332462e-05 -5.79028930438596e-05 -0.000621844394700199
0.0720000000000001 5.85883758503769e-05 -5.87866338221943e-05 -0.00065157817733744
0.0730000000000001 5.94202266803734e-05 -5.96318143841756e-05 -0.000682264927081747
0.0740000000000001 6.02126870870023e-05 -6.04381702693502e-05 -0.00071392019085366
0.0750000000000001 6.09656093200073e-05 -6.12055580724302e-05 -0.00074655950639805
0.0760000000000001 6.16789595149214e-05 -6.19339473502123e-05 -0.00078019840089782
0.0770000000000001 6.23528093282033e-05 -6.26234122869107e-05 -0.000814852389607209
0.0780000000000001 6.29873274320403e-05 -6.32741231214595e-05 -0.000850536974504758
0.0790000000000001 6.35827709594139e-05 -6.38863376458687e-05 -0.000887267642966318
0.0800000000000001 6.41394769029802e-05 -6.44603925721299e-05 -0.000925059866457759
0.0810000000000001 6.46578536258602e-05 -6.49966950909686e-05 -0.00096392909924816
0.0820000000000001 6.51383725749355e-05 -6.54957145833635e-05 -0.00100389077714312
0.0830000000000001 6.55815601557919e-05 -6.59579745025951e-05 -0.00104496031623808
0.0840000000000001 6.59879899238547e-05 -6.63840445973563e-05 -0.00108715311169198
0.0850000000000001 6.63582750970448e-05 -6.67745334510528e-05 -0.00113048453652123
0.0860000000000001 6.66930613846262e-05 -6.71300813408493e-05 -0.00117496994041359
0.0870000000000001 6.69930202867874e-05 -6.74513535443566e-05 -0.00122062464856233
