#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -3.76783049205187e-11 -3.76800812773581e-11 -7.92496029909763e-18
0.002 -1.00651931234097e-10 -1.00666142088812e-10 -1.41176105043736e-16
0.003 -1.29798394254976e-10 -1.29819710537049e-10 -7.54095140668438e-16
0.004 -1.32516220219259e-10 -1.32551747356047e-10 -2.43133093884699e-15
0.005 -1.30937038989032e-10 -1.30985000623696e-10 -5.94312892108658e-15
0.006 -1.34212641000886e-10 -1.34281918917623e-10 -1.22263626470578e-14
0.007 -1.37575284497871e-10 -1.37692524049271e-10 -2.23842430965915e-14
0.008 -1.33891120412954e-10 -1.34065203383216e-10 -3.7682428831342e-14
0.009 -1.22328813745298e-10 -1.22568621918617e-10 -5.95336407182887e-14
0.01 -1.08361319917094e-10 -1.08663300579792e-10 -8.94870067002835e-14
0.011 -9.83799708365041e-11 -9.87405712749023e-11 -1.29216221284608e-13
0.012 -9.50759471152196e-11 -9.54791801177635e-11 -1.80504807513799e-13
0.013 -9.6671115557001e-11 -9.71169811236905e-11 -2.45232714429497e-13
0.014 -9.9404928732838e-11 -9.98667815110821e-11 -3.25364374132886e-13
0.015 -1.00369490496632e-10 -1.0085088320011e-10 -4.22954338517639e-13
0.016 -9.88471526852663e-11 -9.93765070234076e-11 -5.40149715879307e-13
0.017 -9.57598444983887e-11 -9.63495949690696e-11 -6.79210160231128e-13
0.018 -9.2486018843374e-11 -9.29745169742091e-11 -8.42501564296704e-13
0.019 -8.98321417253101e-11 -9.02247165868175e-11 -1.03250701167248e-12
0.02 -8.7927887193473e-11 -8.84092798969505e-11 -1.25181808764612e-12
0.021 -8.65529869997772e-11 -8.72617533786979e-11 -1.50316201754982e-12
0.022 -8.55440163149979e-11 -8.65227889335074e-11 -1.78939044547959e-12
0.023 -8.49169623506896e-11 -8.61390958561969e-11 -2.11350528627016e-12
0.024 -8.4794393728771e-11 -8.61994919887366e-11 -2.47864532294562e-12
0.025 -8.52082848723512e-11 -8.67643734636658e-11 -2.88810542891456e-12
0.026 -8.60005400227237e-11 -8.77200534432632e-11 -3.34530972216077e-12
0.027 -8.69189165086937e-11 -8.88071838289761e-11 -3.85383143785378e-12
0.028 -8.76667627380812e-11 -8.97415475265007e-11 -4.41737047154665e-12
0.029 -8.80469031017128e-11 -9.02993235740723e-11 -5.03974979860896e-12
0.03 -8.79776251849762e-11 -9.03987995570787e-11 -5.72492141176885e-12
0.031 -8.74607053447107e-11 -9.00506336165563e-11 -6.47695569508477e-12
0.032 -8.65902904934046e-11 -8.93400908807962e-11 -7.30002336202664e-12
0.033 -8.54694093277431e-11 -8.83808581875201e-11 -8.19840789166653e-12
0.034 -8.42330649675205e-11 -8.73185967975587e-11 -9.17649083943327e-12
0.035 -8.29967206072979e-11 -8.62740989759914e-11 -1.02387654056274e-11
0.036 -8.19166956489426e-11 -8.53681569878972e-11 -1.13898067274345e-11
0.037 -8.10658207228698e-11 -8.47215630983555e-11 -1.26342835986851e-11
0.038 -8.05080446752982e-11 -8.43627390167967e-11 -1.39769754961693e-11
0.039 -8.02291566515123e-11 -8.42952374568995e-11 -1.54227450814538e-11
0.04 -8.01918531578849e-11 -8.44693204271607e-11 -1.69765421111034e-11
0.041 -8.02806709998549e-11 -8.47819592308952e-11 -1.86434267432162e-11
0.042 -8.03801469828613e-11 -8.51159143167024e-11 -2.0428560301482e-11
0.043 -8.03286326345187e-11 -8.53113135690364e-11 -2.23371837331228e-11
0.044 -7.99946775487115e-11 -8.5229601154424e-11 -2.43746575312498e-11
0.045 -7.92397258919664e-11 -8.47499848077859e-11 -2.65464354663599e-11
0.046 -7.79571962539194e-11 -8.37374614093278e-11 -2.88580950168415e-11
0.047 -7.60866925020309e-11 -8.213163482651e-11 -3.13152841837756e-11
0.048 -7.35820293584766e-11 -7.99040833499021e-11 -3.39237947675443e-11
0.049 -7.04449831800957e-11 -7.70619124068617e-11 -3.6689496491961e-11
0.05 -6.6753713667822e-11 -7.3654859988892e-11 -3.96183920544238e-11
0.051 -6.25615115268374e-11 -6.9753980369569e-11 -4.27165636592903e-11
0.052 -5.79856163085424e-11 -6.54765131002932e-11 -4.59902179205762e-11
0.053 -5.31343857801403e-11 -6.09290395914286e-11 -4.94456422221828e-11
0.054 -4.81428230614256e-11 -5.62430102490907e-11 -5.30892492125373e-11
0.055 -4.31246149901199e-11 -5.15427700520377e-11 -5.69275428004559e-11
0.056 -3.82058829018206e-11 -4.69313476969546e-11 -6.09671054663775e-11
0.057 -3.34701155679795e-11 -4.2525982735242e-11 -6.52146417204488e-11
0.058 -2.90043544737273e-11 -3.83799658720818e-11 -6.96769326585708e-11
0.059 -2.48938647473551e-11 -3.45963258041593e-11 -7.43608443359548e-11
0.06 -2.11723971688116e-11 -3.121769509562e-11 -7.92733590766368e-11
0.061 -1.78737025180453e-11 -2.82724954558944e-11 -8.44215190464718e-11
0.062 -1.50386370023625e-11 -2.5785595880734e-11 -8.9812464677301e-11
0.063 -1.26654242649238e-11 -2.37712072248542e-11 -9.54534191886951e-11
0.064 -1.07629460899261e-11 -2.22222240608971e-11 -1.01351708273848e-10
0.065 -9.32054433633311e-12 -2.11635153846146e-11 -1.07514716215221e-10
0.066 -8.32400814942957e-12 -2.05560013455397e-11 -1.13949940570263e-10
0.067 -7.76445574501849e-12 -2.03783656615997e-11 -1.20664928336044e-10
0.068 -7.60280727263307e-12 -2.06199501917581e-11 -1.27667349295525e-10
0.069 -7.8106410228429e-12 -2.12487805129058e-11 -1.34964924486059e-10
0.07 -8.35065350202058e-12 -2.22044604925031e-11 -1.42565507252391e-10
0.071 -9.17843578918109e-12 -2.34514629937621e-11 -1.50476960779246e-10
0.0720000000000001 -1.0221157253909e-11 -2.49222864567855e-11 -1.58707333312803e-10
0.0730000000000001 -1.14184217636648e-11 -2.65565347490337e-11 -1.67264665567423e-10
0.0740000000000001 -1.2688516903836e-11 -2.8261837314858e-11 -1.76157139713666e-10
0.0750000000000001 -1.39461775461314e-11 -2.99635871670034e-11 -1.85392977839362e-10
0.0760000000000001 -1.50954804212233e-11 -3.15623083224637e-11 -1.94980541195201e-10
0.0770000000000001 -1.60493840439813e-11 -3.29727356529474e-11 -2.04928240391442e-10
0.0780000000000001 -1.66942015766836e-11 -3.40811823207332e-11 -2.15244550986717e-10
0.0790000000000001 -1.69375624636814e-11 -3.47988304838509e-11 -2.25938055229809e-10
0.0800000000000001 -1.6713741501917e-11 -3.50475204413669e-11 -2.37017463247758e-10
0.0810000000000001 -1.59339208494202e-11 -3.47277762102749e-11 -2.48491452678386e-10
0.0820000000000001 -1.45430334441699e-11 -3.3818281508502e-11 -2.60368862793307e-10
0.0830000000000001 -1.25055521493778e-11 -3.22621929171873e-11 -2.7265858584901e-10
0.0840000000000001 -9.80193703981058e-12 -3.00381941542582e-11 -2.85369588777254e-10
0.0850000000000001 -6.43751718598651e-12 -2.7156943360751e-11 -2.9851094606181e-10
0.0860000000000001 -2.45670150889055e-12 -2.36610731008113e-11 -3.12091738021232e-10
0.0870000000000001 2.08899564313469e-12 -1.96109795069788e-11 -3.26121199870144e-10
0.0880000000000001 7.1178618554768e-12 -1.50812695665081e-11 -3.40608567826056e-10
0.0890000000000001 1.25268684314506e-11 -1.01927355444786e-11 -3.55563171419017e-10
0.0900000000000001 1.81952231059768e-11 -5.04130071021791e-12 -3.70994458307136e-10
0.0910000000000001 2.39914754729398e-11 2.30926389122033e-13 -3.86911903233249e-10
0.0920000000000001 2.97859514830634e-11 5.49960077478318e-12 -4.0332504386034e-10
0.0930000000000001 3.54418716597138e-11 1.06190611859347e-11 -4.20243511797511e-10
0.0940000000000001 4.08242328830966e-11 1.54543045027822e-11 -4.37677008832237e-10
0.0950000000000001 4.58157956018113e-11 1.98987493149616e-11 -4.55635288881791e-10
0.0960000000000001 5.03188601896909e-11 2.38244979300362e-11 -4.74128172984876e-10
0.0970000000000001 5.42357270205684e-11 2.71640487881086e-11 -4.93165600927438e-10
0.0980000000000001 5.75095526755831e-11 2.98499003292818e-11 -5.12757512353122e-10
0.0990000000000001 6.00977045905893e-11 3.18500781304465e-11 -5.32913953166703e-10
0.1 6.19966300519081e-11 3.31503713368875e-11 -5.53645036758612e-10
0.101 6.32205399142549e-11 3.376499080332e-11 -5.74960971571623e-10
0.102 6.3806737671257e-11 3.37330163802108e-11 -5.96871901361452e-10
0.103 6.3806737671257e-11 3.31148442000995e-11 -6.19388263251982e-10
0.104 6.33146868267431e-11 3.19992921049561e-11 -6.42520352017278e-10
