#  Time  ForceX  ForceY   Work
0 0 0 0
0.001 -1.41346268023312e-10 -1.41355371852114e-10 -1.1661586848409e-12
0.002 -5.03580732669207e-10 -5.03639796534117e-10 -2.33277751219887e-11
0.003 -1.00460217922205e-09 -1.00478381170888e-09 -1.3887493643769e-10
0.004 -1.57779700415972e-09 -1.57818291768308e-09 -4.95942749144878e-10
0.005 -2.17129914048542e-09 -2.17190887497054e-09 -1.33044371816016e-09
0.006 -2.74666711597149e-09 -2.74744138550886e-09 -2.9695762782846e-09
0.007 -3.2774205571684e-09 -3.27814575484808e-09 -5.82888753318636e-09
0.008 -3.74722275431338e-09 -3.74752140430701e-09 -1.04047935390694e-08
0.009 -4.14806744508667e-09 -4.14736156528761e-09 -1.72642334625537e-08
0.01 -4.47843540030135e-09 -4.47600001507453e-09 -2.70328748171449e-08
0.011 -4.74157046959078e-09 -4.73651340371362e-09 -4.0383013605918e-08
0.012 -4.94394547523314e-09 -4.93526819411727e-09 -5.8022041202351e-08
0.013 -5.0938600004713e-09 -5.08051734016135e-09 -8.06820921574539e-08
0.014 -5.20035214890413e-09 -5.18129716908788e-09 -1.09111254011817e-07
0.015 -5.27234145231148e-09 -5.24658183564952e-09 -1.44066519099464e-07
0.016 -5.31793786784363e-09 -5.28460475379688e-09 -1.86308493507108e-07
0.017 -5.34409272390235e-09 -5.30246069274654e-09 -2.36597751781316e-07
0.018 -5.35632094234018e-09 -5.3058855087329e-09 -2.95692636887823e-07
0.019 -5.35871280682443e-09 -5.29915311631157e-09 -3.64348250649657e-07
0.02 -5.3539011002357e-09 -5.28516608255813e-09 -4.43316356334232e-07
0.021 -5.34335664603702e-09 -5.26559595925846e-09 -5.33345916929476e-07
0.022 -5.3275082123605e-09 -5.24108756394526e-09 -6.35184014058897e-07
0.023 -5.30601496073757e-09 -5.21149523535769e-09 -7.49576927798153e-07
0.024 -5.27805821270988e-09 -5.17615461603782e-09 -8.77271201007329e-07
0.025 -5.24253818134923e-09 -5.13408338065346e-09 -1.01901455858556e-06
0.026 -5.19830223311146e-09 -5.08421571510098e-09 -1.17555659753473e-06
0.027 -5.1443014292829e-09 -5.02554797776611e-09 -1.34764920554161e-06
0.028 -5.07973418883978e-09 -4.95727903171428e-09 -1.53604670072402e-06
