      1  0.1000000E-03   0.2115634658E-13  0.3081136983E-04   0.1540568491E-04
      2  0.2000000E-03   0.3832142565E-13  0.6134026589E-04   0.3067013295E-04
      3  0.3000000E-03   0.8179550737E-13  0.9160680046E-04   0.4580340023E-04
      4  0.4000000E-03   0.7632382012E-13  0.1215348197E-03   0.6076740983E-04
      5  0.5000000E-03   0.1107926780E-12  0.1510550678E-03   0.7552753391E-04
      6  0.6000000E-03   0.1261135193E-12  0.1801016036E-03   0.9005080178E-04
      7  0.7000000E-03   0.1634488383E-12  0.2086110143E-03   0.1043055072E-03
      8  0.8000000E-03   0.1641721724E-12  0.2365223763E-03   0.1182611881E-03
      9  0.9000000E-03   0.1821655521E-12  0.2637773947E-03   0.1318886973E-03
     10  0.1000000E-02   0.2063480517E-12  0.2903205759E-03   0.1451602880E-03
     11  0.1100000E-02   0.2159610220E-12  0.3160993942E-03   0.1580496971E-03
     12  0.1200000E-02   0.2172179994E-12  0.3410644460E-03   0.1705322230E-03
     13  0.1300000E-02   0.2393588517E-12  0.3651695887E-03   0.1825847943E-03
     14  0.1400000E-02   0.2358988994E-12  0.3883720658E-03   0.1941860329E-03
     15  0.1500000E-02   0.2645871022E-12  0.4106326162E-03   0.2053163081E-03
     16  0.1600000E-02   0.2638845844E-12  0.4319155693E-03   0.2159577846E-03
     17  0.1700000E-02   0.2743601850E-12  0.4521889242E-03   0.2260944621E-03
     18  0.1800000E-02   0.2902200901E-12  0.4714244144E-03   0.2357122072E-03
     19  0.1900000E-02   0.2940559215E-12  0.4895975568E-03   0.2447987784E-03
     20  0.2000000E-02   0.2907509413E-12  0.5066876857E-03   0.2533438428E-03
     21  0.2100000E-02   0.3028417282E-12  0.5226779711E-03   0.2613389855E-03
     22  0.2200000E-02   0.2956775492E-12  0.5375554229E-03   0.2687777115E-03
     23  0.2300000E-02   0.3186627496E-12  0.5513109022E-03   0.2756554511E-03
     24  0.2400000E-02   0.3087261510E-12  0.5639390029E-03   0.2819695015E-03
     25  0.2500000E-02   0.3091284129E-12  0.5754381548E-03   0.2877190774E-03
     26  0.2600000E-02   0.3387946602E-12  0.5858104682E-03   0.2929052341E-03
     27  0.2700000E-02   0.3031961423E-12  0.5950616937E-03   0.2975308468E-03
     28  0.2800000E-02   0.3033427145E-12  0.6032011432E-03   0.3016005716E-03
     29  0.2900000E-02   0.3021374375E-12  0.6102415981E-03   0.3051207990E-03
     30  0.3000000E-02   0.2919748886E-12  0.6161991986E-03   0.3080995993E-03
     31  0.3100000E-02   0.2779304505E-12  0.6210933317E-03   0.3105466658E-03
     32  0.3200000E-02   0.2939781749E-12  0.6249465025E-03   0.3124732512E-03
     33  0.3300000E-02   0.2893166189E-12  0.6277841970E-03   0.3138920985E-03
     34  0.3400000E-02   0.2632326467E-12  0.6296347355E-03   0.3148173678E-03
