      1  0.1000000E-03  -0.8733742777E-08  0.3081136982E-04   0.1540568491E-04
      2  0.2000000E-03  -0.3493384796E-07  0.6134026590E-04   0.3067013295E-04
      3  0.3000000E-03  -0.9590440998E-07  0.9160680049E-04   0.4580340024E-04
      4  0.4000000E-03  -0.2087983516E-06  0.1215348197E-03   0.6076740987E-04
      5  0.5000000E-03  -0.3905741733E-06  0.1510550680E-03   0.7552753400E-04
      6  0.6000000E-03  -0.6579566798E-06  0.1801016040E-03   0.9005080198E-04
      7  0.7000000E-03  -0.1027399622E-05  0.2086110151E-03   0.1043055075E-03
      8  0.8000000E-03  -0.1515049792E-05  0.2365223775E-03   0.1182611888E-03
      9  0.9000000E-03  -0.2136712517E-05  0.2637773967E-03   0.1318886983E-03
     10  0.1000000E-02  -0.2907818671E-05  0.2903205788E-03   0.1451602894E-03
     11  0.1100000E-02  -0.3843393268E-05  0.3160993985E-03   0.1580496992E-03
     12  0.1200000E-02  -0.4958025742E-05  0.3410644519E-03   0.1705322260E-03
     13  0.1300000E-02  -0.6265842011E-05  0.3651695968E-03   0.1825847984E-03
     14  0.1400000E-02  -0.7780478384E-05  0.3883720765E-03   0.1941860383E-03
     15  0.1500000E-02  -0.9515057392E-05  0.4106326302E-03   0.2053163151E-03
     16  0.1600000E-02  -0.1148216561E-04  0.4319155870E-03   0.2159577935E-03
     17  0.1700000E-02  -0.1369383353E-04  0.4521889464E-03   0.2260944732E-03
     18  0.1800000E-02  -0.1616151745E-04  0.4714244419E-03   0.2357122209E-03
     19  0.1900000E-02  -0.1889608361E-04  0.4895975903E-03   0.2447987951E-03
     20  0.2000000E-02  -0.2190779435E-04  0.5066877259E-03   0.2533438630E-03
     21  0.2100000E-02  -0.2520629648E-04  0.5226780191E-03   0.2613390095E-03
     22  0.2200000E-02  -0.2880061186E-04  0.5375554795E-03   0.2687777397E-03
     23  0.2300000E-02  -0.3269913011E-04  0.5513109453E-03   0.2756554726E-03
     24  0.2400000E-02  -0.3690960353E-04  0.5639390573E-03   0.2819695286E-03
     25  0.2500000E-02  -0.4143914412E-04  0.5754382186E-03   0.2877191093E-03
     26  0.2600000E-02  -0.4629422282E-04  0.5858105409E-03   0.2929052704E-03
     27  0.2700000E-02  -0.5148067075E-04  0.5950617762E-03   0.2975308881E-03
     28  0.2800000E-02  -0.5700368264E-04  0.6032012373E-03   0.3016006186E-03
     29  0.2900000E-02  -0.6286782216E-04  0.6102417034E-03   0.3051208517E-03
     30  0.3000000E-02  -0.6907702922E-04  0.6161993162E-03   0.3080996581E-03
     31  0.3100000E-02  -0.7563462925E-04  0.6210934623E-03   0.3105467311E-03
     32  0.3200000E-02  -0.8254334428E-04  0.6249466469E-03   0.3124733234E-03
     33  0.3300000E-02  -0.8980530577E-04  0.6277843559E-03   0.3138921780E-03
     34  0.3400000E-02  -0.9742206920E-04  0.6296349098E-03   0.3148174549E-03
     35  0.3500000E-02  -0.1053946301E-03  0.6305293080E-03   0.3152646540E-03
     36  0.3600000E-02  -0.1137234420E-03  0.6305010661E-03   0.3152505331E-03
     37  0.3700000E-02  -0.1224084350E-03  0.6295860456E-03   0.3147930228E-03
     38  0.3800000E-02  -0.1314490367E-03  0.6278222775E-03   0.3139111388E-03
     39  0.3900000E-02  -0.1408441935E-03  0.6252497806E-03   0.3126248903E-03
     40  0.4000000E-02  -0.1505923937E-03  0.6219103749E-03   0.3109551874E-03
     41  0.4100000E-02  -0.1606916908E-03  0.6178474912E-03   0.3089237456E-03
     42  0.4200000E-02  -0.1711397288E-03  0.6131059785E-03   0.3065529892E-03
     43  0.4300000E-02  -0.1819337671E-03  0.6077319076E-03   0.3038659538E-03
