      1  0.1000000E-02  -0.2341669013E-05  0.2479119484E-03   0.1239559742E-03
      2  0.2000000E-02  -0.1386168217E-04  0.4420636022E-03   0.2210318011E-03
      3  0.3000000E-02  -0.4723108368E-04  0.5592657055E-03   0.2796328528E-03
      4  0.4000000E-02  -0.1095640471E-03  0.5981957614E-03   0.2990978807E-03
      5  0.5000000E-02  -0.2048689714E-03  0.5753369087E-03   0.2876684544E-03
      6  0.6000000E-02  -0.3332553612E-03  0.5175894590E-03   0.2587947295E-03
      7  0.7000000E-02  -0.4921863290E-03  0.4535538040E-03   0.2267769020E-03
      8  0.8000000E-02  -0.6780765342E-03  0.4058261405E-03   0.2029130702E-03
      9  0.9000000E-02  -0.8877406216E-03  0.3863212453E-03   0.1931606227E-03
     10  0.1000000E-01  -0.1119339481E-02  0.3954449818E-03   0.1977224909E-03
     11  0.1100000E-01  -0.1372680492E-02  0.4246641742E-03   0.2123320871E-03
     12  0.1200000E-01  -0.1648937937E-02  0.4610966659E-03   0.2305483329E-03
     13  0.1300000E-01  -0.1950010925E-02  0.4923946877E-03   0.2461973439E-03
     14  0.1400000E-01  -0.2277795038E-02  0.5104268600E-03   0.2552134300E-03
     15  0.1500000E-01  -0.2633610139E-02  0.5129050386E-03   0.2564525193E-03
     16  0.1600000E-01  -0.3017928085E-02  0.5028832519E-03   0.2514416259E-03
     17  0.1700000E-01  -0.3430422281E-02  0.4867130121E-03   0.2433565061E-03
     18  0.1800000E-01  -0.3870257447E-02  0.4713938403E-03   0.2356969201E-03
     19  0.1900000E-01  -0.4336480352E-02  0.4622573274E-03   0.2311286637E-03
     20  0.2000000E-01  -0.4828369149E-02  0.4616345515E-03   0.2308172758E-03
     21  0.2100000E-01  -0.5345640458E-02  0.4687240732E-03   0.2343620366E-03
     22  0.2200000E-01  -0.5888477800E-02  0.4804626224E-03   0.2402313112E-03
     23  0.2300000E-01  -0.6457407950E-02  0.4929283649E-03   0.2464641825E-03
