 Quad/Tri Motion iRe Mesh #elems   p  Nt   sdof   tdof                     W                     I           CPU
        1      2   3    1    320   3  32   5120    224 -2.50405138546604E-10 -4.62316209620672E-12  1.518064E+02
        1      2   3    1    320   3  64   5120    448 -2.51218974124448E-10 -9.16896116323618E-13  2.494692E+02
        1      2   3    1    320   3 128   5120    896 -2.50909303238849E-10 -2.81816670694157E-13  4.322390E+02
        1      2   3    1    320   4  16   8000    112 -3.08624894460088E-11 -1.43748797587495E-11  2.244450E+02
        1      2   3    1    320   4  32   8000    224 -3.11850731853753E-11  6.54494687613028E-13  3.898534E+02
        1      2   3    1    320   4  64   8000    448 -3.16819562933641E-11  4.00911942533000E-13  6.606869E+02
        1      2   3    1    320   4 128   8000    896 -3.17567862044088E-11 -1.21923955306857E-14  1.308294E+03
        1      2   3    2   1280   1  16   5120    112 -4.40723287264922E-14 -2.01128272023232E-11  3.398373E+01
        1      2   3    2   1280   1  32   5120    224 -3.95388849377352E-14 -3.63961248292521E-12  6.469591E+01
        1      2   3    2   1280   1  64   5120    448 -3.90871633919301E-14  1.05050516896465E-13  1.173268E+02
        1      2   3    2   1280   1 128   5120    896 -3.91040487108378E-14  2.88400079100255E-12  2.064810E+02
        1      2   3    2   1280   2  16  11520    112 -3.57273966965552E-12 -7.21264627884244E-13  1.026725E+02
        1      2   3    2   1280   2  32  11520    224 -3.46581531354473E-12 -3.38868690052951E-13  1.800844E+02
        1      2   3    2   1280   2  64  11520    448 -3.46919434839180E-12 -2.20851657274646E-13  3.487838E+02
        1      2   3    2   1280   2 128  11520    896 -3.46601316490428E-12 -3.15106732482091E-13  7.043715E+02
        1      2   3    2   1280   3  16  20480    112 -1.40786104088219E-12 -5.72748879573703E-13  2.900909E+02
        1      2   3    2   1280   3  32  20480    224 -1.08623176295350E-12 -1.36720496035636E-13  5.133661E+02
        1      2   3    2   1280   3  64  20480    448 -1.07742425769615E-12 -4.14587255585103E-13  1.020911E+03
        1      2   3    2   1280   3 128  20480    896 -1.07828411873984E-12 -4.52764670373640E-13  1.670291E+03
        1      2   3    2   1280   4  16  32000    112 -2.36051158685722E-11  1.68692750740496E-13  8.563608E+02
        1      2   3    2   1280   4  32  32000    224 -2.42523345067989E-11 -4.82251391598076E-13  1.453214E+03
        1      2   3    2   1280   4  64  32000    448 -2.40565693326979E-11  3.03977600469435E-13  2.823312E+03
        1      2   3    2   1280   4 128  32000    896 -2.40758374750257E-11  7.35174589391527E-14  5.203413E+03
        1      3   1    0     80   1  16    320    112 -3.47841180364468E-02 -5.20987142316187E-11  1.091723E+01
        1      3   1    0     80   1  32    320    224 -3.47786850449081E-02  3.81511489067066E-12  2.249025E+01
        1      3   1    0     80   1  64    320    448 -3.47771344044172E-02  1.30942479081852E-11  4.154446E+01
        1      3   1    0     80   1 128    320    896 -3.47768170647613E-02 -5.20318996222180E-11  4.302134E+01
        1      3   1    0     80   2  16    720    112 -3.47707247580796E-02 -2.33041919095456E-11  3.331721E+01
        1      3   1    0     80   2  32    720    224 -3.47724918940078E-02 -3.27915472553286E-12  6.522269E+01
        1      3   1    0     80   2  64    720    448 -3.47715291814422E-02  3.52486512200656E-11  1.213823E+02
        1      3   1    0     80   2 128    720    896 -3.47712775871124E-02 -3.52774059964034E-11  1.135301E+02
        1      3   1    0     80   3  16   1280    112 -3.47568669135535E-02 -2.74220646190315E-11  8.749929E+01
        1      3   1    0     80   3  32   1280    224 -3.47662475585581E-02 -2.76906275686883E-11  1.701095E+02
        1      3   1    0     80   3  64   1280    448 -3.47656585946602E-02  3.31378535722848E-11  2.397908E+02
        1      3   1    0     80   3 128   1280    896 -3.47654518194023E-02 -8.04055363956557E-11  2.831129E+02
        1      3   1    0     80   4  16   2000    112 -3.47464418084602E-02 -1.28553667710918E-10  2.359942E+02
        1      3   1    0     80   4  32   2000    224 -3.47654627959931E-02 -4.44241587960192E-11  4.545559E+02
        1      3   1    0     80   4  64   2000    448 -3.47652690559302E-02  4.16108952849825E-11  5.188877E+02
        1      3   1    0     80   4 128   2000    896 -3.47650825953944E-02 -4.30187066524645E-11  7.315626E+02
        1      3   1    1    320   1  16   1280    112 -3.47549903590853E-02  5.12453968148918E-12  3.655827E+01
        1      3   1    1    320   1  32   1280    224 -3.47578785896896E-02 -2.08354167252622E-12  7.039156E+01
        1      3   1    1    320   1  64   1280    448 -3.47569206081568E-02  1.70208985794673E-12  1.339982E+02
        1      3   1    1    320   1 128   1280    896 -3.47566687196944E-02  1.40588270192143E-11  1.519820E+02
        1      3   1    1    320   2  16   2880    112 -3.47474126373510E-02 -9.41074163041122E-11  1.256857E+02
        1      3   1    1    320   2  32   2880    224 -3.47649322116162E-02  4.32115454529480E-12  2.440818E+02
        1      3   1    1    320   2  64   2880    448 -3.47646729461055E-02 -2.04428834971182E-12  4.574267E+02
        1      3   1    1    320   2 128   2880    896 -3.47644847033423E-02  2.20273764506285E-11  4.938761E+02
        1      3   1    1    320   3  16   5120    112 -3.47271316759959E-02  4.41197051115339E-10  3.392509E+02
        1      3   1    1    320   3  32   5120    224 -3.47643237430079E-02 -5.77259073875069E-12  6.657139E+02
        1      3   1    1    320   3  64   5120    448 -3.47648577853454E-02 -6.46467601672640E-12  1.186740E+03
        1      3   1    1    320   3 128   5120    896 -3.47647039647488E-02  3.91859981963005E-11  1.337108E+03
        1      3   1    1    320   4  16   8000    112 -3.47008129544122E-02  9.84179571172916E-10  9.083013E+02
        1      3   1    1    320   4  32   8000    224 -3.47632700076932E-02 -6.89594215064204E-12  1.779325E+03
        1      3   1    1    320   4  64   8000    448 -3.47648167279258E-02 -5.97290966686259E-12  3.028382E+03
        1      3   1    1    320   4 128   8000    896 -3.47647048059111E-02  5.29637965429597E-11  3.556829E+03
        1      3   1    2   1280   1  16   5120    112 -3.47514120927116E-02 -5.22977575134753E-09  1.556960E+02
        1      3   1    2   1280   1  32   5120    224 -3.47659382591068E-02  9.17842545022918E-10  2.933048E+02
        1      3   1    2   1280   1  64   5120    448 -3.47655296160237E-02  6.53967054120574E-11  5.719590E+02
        1      3   1    2   1280   1 128   5120    896 -3.47653247356348E-02  2.09459359579167E-12  6.519570E+02
        1      3   1    2   1280   2  16  11520    112 -3.47212976167190E-02  3.66200021695295E-09  6.264283E+02
        1      3   1    2   1280   2  32  11520    224 -3.47640187803877E-02 -1.29869365261825E-10  8.948438E+02
        1      3   1    2   1280   2  64  11520    448 -3.47647739552856E-02  2.79759583554640E-11  2.041522E+03
        1      3   1    2   1280   2 128  11520    896 -3.47646281590666E-02  3.11487988180481E-12  2.566404E+03
        1      3   1    2   1280   3  16  20480    112 -3.46804781563067E-02  1.64241326094938E-09  1.732171E+03
        1      3   1    2   1280   3  32  20480    224 -3.47624480936428E-02  1.36995442767684E-10  2.896944E+03
        1      3   1    2   1280   3  64  20480    448 -3.47647772158777E-02  5.49539233563046E-12  6.032188E+03
        1      3   1    2   1280   3 128  20480    896 -3.47646956281227E-02  1.77950883195610E-12  6.917697E+03
        1      3   1    2   1280   4  16  32000    112 -3.46279153668252E-02 -6.71934018148246E-09  5.551123E+03
        1      3   1    2   1280   4  32  32000    224 -3.47603397689542E-02 -5.50909040608616E-10  7.233321E+03
        1      3   1    2   1280   4  64  32000    448 -3.47646914147991E-02  2.81358270015630E-13  1.074243E+04
        1      3   1    2   1280   4 128  32000    896 -3.47646920474622E-02  4.63627053415294E-12  2.005583E+04
        1      3   2    0     80   1  16    320    112 -4.92526775540590E-04  1.16539555783390E-11  1.061683E+01
        1      3   2    0     80   1  32    320    224 -4.91350329332848E-04  7.09657332897962E-12  2.237454E+01
        1      3   2    0     80   1  64    320    448 -4.91799702580143E-04 -1.56708396259475E-11  2.583209E+01
        1      3   2    0     80   1 128    320    896 -4.91883420748540E-04 -3.08948699956346E-12  4.429428E+01
        1      3   2    0     80   2  16    720    112 -4.33005821626854E-04 -1.04807829082176E-11  3.125122E+01
        1      3   2    0     80   2  32    720    224 -4.32737203598597E-04  1.91376914315811E-11  6.041420E+01
        1      3   2    0     80   2  64    720    448 -4.32939838782183E-04  6.88797630044036E-12  6.694676E+01
        1      3   2    0     80   2 128    720    896 -4.32955984347724E-04  6.05143019027921E-12  1.248991E+02
        1      3   2    0     80   3  16   1280    112 -4.30756734560191E-04  1.64307456529400E-12  7.749963E+01
        1      3   2    0     80   3  32   1280    224 -4.31666184724485E-04  1.12696796339406E-11  1.525741E+02
        1      3   2    0     80   3  64   1280    448 -4.31768513731813E-04 -7.33667293584261E-12  2.727067E+02
        1      3   2    0     80   3 128   1280    896 -4.31775535918672E-04 -4.44865672077910E-12  2.868854E+02
        1      3   2    0     80   4  16   2000    112 -4.30498953865951E-04 -2.95100055502928E-11  2.002862E+02
        1      3   2    0     80   4  32   2000    224 -4.31552660641553E-04  9.45085676384849E-12  3.920659E+02
        1      3   2    0     80   4  64   2000    448 -4.31641726075067E-04 -1.34726951817044E-12  6.676869E+02
        1      3   2    0     80   4 128   2000    896 -4.31632329952439E-04 -4.66064686843737E-12  1.100623E+03
        1      3   2    1    320   1  16   1280    112 -4.38265747975974E-04  9.65962032584144E-11  3.492343E+01
        1      3   2    1    320   1  32   1280    224 -4.37569247725740E-04  1.14163123399180E-11  6.818729E+01
        1      3   2    1    320   1  64   1280    448 -4.37636317149513E-04 -2.47802472985725E-12  9.324485E+01
        1      3   2    1    320   1 128   1280    896 -4.37662952080038E-04 -4.37013931986474E-11  1.518447E+02
        1      3   2    1    320   2  16   2880    112 -4.30640786714316E-04 -4.07224531873140E-11  1.104694E+02
        1      3   2    1    320   2  32   2880    224 -4.31568671417410E-04 -7.59253770965529E-13  2.174231E+02
        1      3   2    1    320   2  64   2880    448 -4.31653043981145E-04  2.18124129869324E-13  3.250617E+02
        1      3   2    1    320   2 128   2880    896 -4.31651181071003E-04 -7.05158154090668E-13  4.657836E+02
        1      3   2    1    320   3  16   5120    112 -4.30177786599318E-04 -1.13872689055938E-10  2.919839E+02
        1      3   2    1    320   3  32   5120    224 -4.31492920294154E-04 -3.40759365169419E-12  5.690786E+02
        1      3   2    1    320   3  64   5120    448 -4.31571378721281E-04 -5.51877987753358E-13  1.056548E+03
        1      3   2    1    320   3 128   5120    896 -4.31560644018157E-04  1.42996621488312E-11  1.243414E+03
        1      3   2    1    320   4  16   8000    112 -4.29846936280842E-04 -7.97131805008178E-12  7.612629E+02
        1      3   2    1    320   4  32   8000    224 -4.31464717111859E-04 -2.23916718500306E-12  1.516520E+03
        1      3   2    1    320   4  64   8000    448 -4.31563720918564E-04 -4.02393396381484E-13  2.391445E+03
        1      3   2    1    320   4 128   8000    896 -4.31554936216709E-04  6.46357967148958E-14  3.130660E+03
        1      3   2    2   1280   1  16   5120    112 -4.31557033132321E-04 -1.73255018665053E-09  1.360825E+02
        1      3   2    2   1280   1  32   5120    224 -4.32296737974412E-04 -5.92231146068212E-10  2.633933E+02
        1      3   2    2   1280   1  64   5120    448 -4.32366538026189E-04 -3.80423470502933E-12  4.257299E+02
        1      3   2    2   1280   1 128   5120    896 -4.32366365215831E-04 -9.90752618834634E-13  5.965859E+02
        1      3   2    2   1280   2  16  11520    112 -4.30114951676813E-04 -7.07491093487889E-10  4.520894E+02
        1      3   2    2   1280   2  32  11520    224 -4.31492079022301E-04  9.96900478833496E-12  8.737552E+02
        1      3   2    2   1280   2  64  11520    448 -4.31574599574662E-04 -7.05390607036449E-13  1.414872E+03
        1      3   2    2   1280   2 128  11520    896 -4.31561861545419E-04 -1.50029294543330E-13  1.991327E+03
        1      3   2    2   1280   3  16  20480    112 -4.29634200777140E-04 -7.07058869786614E-10  1.220881E+03
        1      3   2    2   1280   3  32  20480    224 -4.31453047900613E-04 -3.73044581336579E-11  2.024327E+03
        1      3   2    2   1280   3  64  20480    448 -4.31564569246148E-04 -4.30079583058074E-13  3.671717E+03
        1      3   2    2   1280   3 128  20480    896 -4.31553042554345E-04 -1.33817783243284E-12  5.269427E+03
        1      3   2    2   1280   4  16  32000    112 -4.29093285218654E-04  5.79270492684358E-10  3.277174E+03
        1      3   2    2   1280   4  32  32000    224 -4.31427333521939E-04 -1.11082511244920E-10  5.660982E+03
        1      3   2    2   1280   4  64  32000    448 -4.31562556649785E-04  1.25958618535371E-12  9.263922E+03
        1      3   2    2   1280   4 128  32000    896 -4.31552829979212E-04 -4.43971248653696E-13  1.407944E+04
        1      3   3    0     80   1  16    320    112 -1.50637971605334E-04  2.29270491480804E-11  4.973092E+00
        1      3   3    0     80   1  32    320    224 -1.49536532568335E-04  8.65868488020283E-12  1.133331E+01
        1      3   3    0     80   1  64    320    448 -1.50025505672303E-04 -2.81531464807472E-11  2.061426E+01
        1      3   3    0     80   1 128    320    896 -1.50108861653206E-04 -3.05629827002107E-12  3.331971E+01
        1      3   3    0     80   2  16    720    112 -8.53038398100203E-05  2.49170684085698E-11  1.295480E+01
        1      3   3    0     80   2  32    720    224 -8.50410916601143E-05 -6.28641583233502E-12  2.512889E+01
        1      3   3    0     80   2  64    720    448 -8.52111465248190E-05 -2.49281567610282E-11  4.576324E+01
        1      3   3    0     80   2 128    720    896 -8.52327345333043E-05  9.92404075583764E-12  7.504993E+01
        1      3   3    0     80   3  16   1280    112 -8.38084961509037E-05  3.40529271447565E-11  3.517849E+01
        1      3   3    0     80   3  32   1280    224 -8.48828631576646E-05  7.75809971820252E-12  6.845862E+01
        1      3   3    0     80   3  64   1280    448 -8.50040674619417E-05 -1.19858012403995E-11  1.238699E+02
        1      3   3    0     80   3 128   1280    896 -8.50242276242783E-05 -1.26651605869554E-11  2.034622E+02
        1      3   3    0     80   4  16   2000    112 -8.36106752773120E-05  7.00711710877044E-11  9.762487E+01
        1      3   3    0     80   4  32   2000    224 -8.48470606477890E-05 -3.41176531470921E-11  1.864557E+02
        1      3   3    0     80   4  64   2000    448 -8.49861845892600E-05  7.18732018345491E-12  3.408848E+02
        1      3   3    0     80   4 128   2000    896 -8.49947090768691E-05  5.12947323505486E-11  5.591516E+02
        1      3   3    1    320   1  16   1280    112 -9.16640618957129E-05  2.76717648795000E-10  1.655366E+01
        1      3   3    1    320   1  32   1280    224 -9.11436815408494E-05  1.90934629218376E-11  3.049109E+01
        1      3   3    1    320   1  64   1280    448 -9.12086294505117E-05 -1.89535886985226E-13  5.885953E+01
        1      3   3    1    320   1 128   1280    896 -9.12426136194407E-05 -3.10023187677366E-12  7.803511E+01
        1      3   3    1    320   2  16   2880    112 -8.37268698187226E-05  1.67369451631316E-10  4.754482E+01
        1      3   3    1    320   2  32   2880    224 -8.48261537507873E-05 -3.85788623269434E-13  8.800074E+01
        1      3   3    1    320   2  64   2880    448 -8.49621383513034E-05 -1.63682956078048E-12  1.677697E+02
        1      3   3    1    320   2 128   2880    896 -8.49788353390630E-05  2.42008288409146E-11  2.696057E+02
        1      3   3    1    320   3  16   5120    112 -8.35991980624247E-05  6.99458269082243E-11  1.431740E+02
        1      3   3    1    320   3  32   5120    224 -8.48736935053445E-05 -2.21883622586461E-12  2.669279E+02
        1      3   3    1    320   3  64   5120    448 -8.49839522505012E-05 -9.97438243111048E-13  5.075513E+02
        1      3   3    1    320   3 128   5120    896 -8.49908104004599E-05  2.23032460555661E-11  8.460366E+02
        1      3   3    1    320   4  16   8000    112 -8.35949022454192E-05 -2.31534208472439E-10  4.089520E+02
        1      3   3    1    320   4  32   8000    224 -8.48800120588339E-05  8.35026492396196E-13  7.642300E+02
        1      3   3    1    320   4  64   8000    448 -8.49866089691261E-05  1.64777913536085E-13  1.454371E+03
        1      3   3    1    320   4 128   8000    896 -8.49919793129416E-05 -3.89764644170842E-11  2.022252E+03
        1      3   3    2   1280   1  16   5120    112 -8.46230336032725E-05  7.65251501055886E-10  6.398954E+01
        1      3   3    2   1280   1  32   5120    224 -8.55628643460373E-05 -8.16206199849567E-11  1.175080E+02
        1      3   3    2   1280   1  64   5120    448 -8.56794946205034E-05  3.07906825036675E-12  2.218444E+02
        1      3   3    2   1280   1 128   5120    896 -8.56963319251129E-05 -5.70935659860439E-13  3.281946E+02
        1      3   3    2   1280   2  16  11520    112 -8.35993422506081E-05 -4.17515466644147E-10  2.090030E+02
        1      3   3    2   1280   2  32  11520    224 -8.48748649076910E-05  3.36649666476951E-11  3.740628E+02
        1      3   3    2   1280   2  64  11520    448 -8.49842424402361E-05  1.06300385160907E-12  6.967753E+02
        1      3   3    2   1280   2 128  11520    896 -8.49886111984542E-05 -3.59840456043425E-12  1.213755E+03
        1      3   3    2   1280   3  16  20480    112 -8.35942938843985E-05 -3.75334194280263E-10  6.475081E+02
        1      3   3    2   1280   3  32  20480    224 -8.48800181674949E-05 -1.67970505560167E-10  1.159051E+03
        1      3   3    2   1280   3  64  20480    448 -8.49894060002320E-05 -4.21331025624028E-12  1.955418E+03
        1      3   3    2   1280   3 128  20480    896 -8.49900176121557E-05  1.87467923129514E-12  3.491357E+03
        1      3   3    2   1280   4  16  32000    112 -8.35894446485378E-05 -1.13851587879576E-09  1.850090E+03
        1      3   3    2   1280   4  32  32000    224 -8.48800531902601E-05  8.03414973438166E-12  3.348330E+03
        1      3   3    2   1280   4  64  32000    448 -8.49901311620579E-05 -2.13419559802475E-12  5.883823E+03
        1      3   3    2   1280   4 128  32000    896 -8.49902179675003E-05 -6.87698162304962E-13  9.950502E+03
        1      4   1    0     80   1  16    320    112 -1.59725716853135E-01 -7.00819727658519E-03  1.216145E+01
        1      4   1    0     80   1  32    320    224 -1.69102994281115E-01 -6.56571177999915E-03  2.518629E+01
        1      4   1    0     80   1  64    320    448 -1.69457277300181E-01 -6.49999537126411E-03  4.832166E+01
        1      4   1    0     80   1 128    320    896 -1.69442786669897E-01 -6.49071672064765E-03  5.679729E+01
        1      4   1    0     80   2  16    720    112 -1.36885949399253E-01 -7.38129864782999E-03  3.638763E+01
        1      4   1    0     80   2  32    720    224 -1.65512987675264E-01 -6.56090918307356E-03  6.958142E+01
        1      4   1    0     80   2  64    720    448 -1.67286319303350E-01 -6.46618241008187E-03  1.354172E+02
        1      4   1    0     80   2 128    720    896 -1.67366670354436E-01 -6.45514119799798E-03  1.506244E+02
        1      4   1    0     80   3  16   1280    112 -1.10156659512856E-01 -8.06096425561553E-03  9.406291E+01
        1      4   1    0     80   3  32   1280    224 -1.64691234181707E-01 -6.61591864052069E-03  1.765255E+02
        1      4   1    0     80   3  64   1280    448 -1.68304351928780E-01 -6.46083157322047E-03  3.426109E+02
        1      4   1    0     80   3 128   1280    896 -1.68506270643072E-01 -6.44653448530523E-03  3.744356E+02
        1      4   1    0     80   4  16   2000    112 -7.45947250572446E-02 -8.93668881800358E-03  2.653996E+02
        1      4   1    0     80   4  32   2000    224 -1.62190123505842E-01 -6.69937275465499E-03  4.674383E+02
        1      4   1    0     80   4  64   2000    448 -1.68126108712271E-01 -6.46702254869139E-03  6.438216E+02
        1      4   1    0     80   4 128   2000    896 -1.68477098523730E-01 -6.44713201391896E-03  9.584680E+02
        1      4   1    1    320   1  16   1280    112 -1.31331892785049E-01 -7.55501843545375E-03  4.210696E+01
        1      4   1    1    320   1  32   1280    224 -1.65089846258438E-01 -6.57690053357207E-03  7.781664E+01
        1      4   1    1    320   1  64   1280    448 -1.67214498722214E-01 -6.46687003382751E-03  1.537734E+02
        1      4   1    1    320   1 128   1280    896 -1.67316408913538E-01 -6.45477886366284E-03  1.769241E+02
        1      4   1    1    320   2  16   2880    112 -7.96613463603274E-02 -8.81494339355393E-03  1.472317E+02
        1      4   1    1    320   2  32   2880    224 -1.62274291596497E-01 -6.68853619694307E-03  2.581283E+02
        1      4   1    1    320   2  64   2880    448 -1.67859442470663E-01 -6.46792952959641E-03  5.005426E+02
        1      4   1    1    320   2 128   2880    896 -1.68187787090344E-01 -6.44899883176128E-03  5.555792E+02
        1      4   1    1    320   3  16   5120    112 -7.19741061932641E-03 -1.06143782599180E-02  4.380481E+02
        1      4   1    1    320   3  32   5120    224 -1.57486343726590E-01 -6.85793660547643E-03  6.994223E+02
        1      4   1    1    320   3  64   5120    448 -1.67823361525052E-01 -6.47809496181759E-03  1.109864E+03
        1      4   1    1    320   3 128   5120    896 -1.68455886680248E-01 -6.44768486019076E-03  1.469228E+03
        1      4   1    1    320   4  16   8000    112  8.62420277926483E-02 -1.29500581873693E-02  1.315838E+03
        1      4   1    1    320   4  32   8000    224 -1.50960790742302E-01 -7.07533760101781E-03  1.863299E+03
        1      4   1    1    320   4  64   8000    448 -1.67405760344567E-01 -6.49341073709468E-03  2.565599E+03
        1      4   1    1    320   4 128   8000    896 -1.68428704011357E-01 -6.44867525819029E-03  3.860390E+03
        1      4   1    2   1280   1  16   5120    112 -9.05271895954455E-02 -8.57795753717583E-03  2.039008E+02
        1      4   1    2   1280   1  32   5120    224 -1.63189334054660E-01 -6.66289563589073E-03  3.445106E+02
        1      4   1    2   1280   1  64   5120    448 -1.68066570744907E-01 -6.46522496313627E-03  6.356647E+02
        1      4   1    2   1280   1 128   5120    896 -1.68348051037925E-01 -6.44767592187735E-03  7.176373E+02
        1      4   1    2   1280   2  16  11520    112  1.32910196179056E-02 -1.11253266476521E-02  8.756220E+02
        1      4   1    2   1280   2  32  11520    224 -1.55997716642978E-01 -6.90535931620787E-03  1.399281E+03
        1      4   1    2   1280   2  64  11520    448 -1.67671169386760E-01 -6.48181229714001E-03  2.299113E+03
        1      4   1    2   1280   2 128  11520    896 -1.68389122710853E-01 -6.44835489722698E-03  2.667538E+03
        1      4   1    2   1280   3  16  20480    112  1.58382341615324E-01 -1.47219559949089E-02  2.691902E+03
        1      4   1    2   1280   3  32  20480    224 -1.45927758244761E-01 -7.25966728982547E-03  3.504199E+03
        1      4   1    2   1280   3  64  20480    448 -1.67084186095709E-01 -6.50559668067620E-03  3.921599E+03
        1      4   1    2   1280   3 128  20480    896 -1.68408781822003E-01 -6.44943092443238E-03  7.055333E+03
        1      4   1    2   1280   4  16  32000    112  0.00000000000000E+00  0.00000000000000E+00  0.000000E+00
        1      4   1    2   1280   4  32  32000    224 -1.32901289780518E-01 -7.67702563551223E-03  1.048225E+04
        1      4   1    2   1280   4  64  32000    448 -1.66253204838676E-01 -6.54281232312609E-03  1.011066E+04
        1      4   1    2   1280   4 128  32000    896 -1.68356578213597E-01 -6.45139096423623E-03  1.905418E+04
        1      4   2    0     80   1  16    320    112 -1.35504465642383E-01 -5.44875863695793E-03  1.205804E+01
        1      4   2    0     80   1  32    320    224 -1.34998183621253E-01 -7.11054616366980E-03  2.459567E+01
        1      4   2    0     80   1  64    320    448 -1.34978865106262E-01 -7.26487100866827E-03  4.780566E+01
        1      4   2    0     80   1 128    320    896 -1.34991494629441E-01 -7.27314755140557E-03  5.650947E+01
        1      4   2    0     80   2  16    720    112 -1.22935481950169E-01 -5.99629267400170E-03  3.376225E+01
        1      4   2    0     80   2  32    720    224 -1.22436853135140E-01 -8.12509532693872E-03  6.470146E+01
        1      4   2    0     80   2  64    720    448 -1.22429012950861E-01 -8.29706341923192E-03  1.255556E+02
        1      4   2    0     80   2 128    720    896 -1.22421807359856E-01 -8.30504534106603E-03  1.424591E+02
        1      4   2    0     80   3  16   1280    112 -1.29750241942976E-01 -6.24039731672188E-03  8.242789E+01
        1      4   2    0     80   3  32   1280    224 -1.29455811658984E-01 -8.30899949674208E-03  1.570401E+02
        1      4   2    0     80   3  64   1280    448 -1.29448818901267E-01 -8.51297212710919E-03  2.665674E+02
        1      4   2    0     80   3 128   1280    896 -1.29444406309744E-01 -8.51477370087859E-03  3.394364E+02
        1      4   2    0     80   4  16   2000    112 -1.28242033441680E-01 -6.26591223839523E-03  2.119815E+02
        1      4   2    0     80   4  32   2000    224 -1.28309873729446E-01 -8.28942066883859E-03  4.034730E+02
        1      4   2    0     80   4  64   2000    448 -1.28324249497661E-01 -8.49593263301363E-03  7.757981E+02
        1      4   2    0     80   4 128   2000    896 -1.28317835675123E-01 -8.49904004048802E-03  8.487915E+02
        1      4   2    1    320   1  16   1280    112 -1.42344174459828E-01 -5.87559247309960E-03  4.062946E+01
        1      4   2    1    320   1  32   1280    224 -1.41891196957884E-01 -7.97261954644818E-03  7.541032E+01
        1      4   2    1    320   1  64   1280    448 -1.41877040425523E-01 -8.13872357120907E-03  1.324907E+02
        1      4   2    1    320   1 128   1280    896 -1.41871890530764E-01 -8.14766503193162E-03  1.730616E+02
        1      4   2    1    320   2  16   2880    112 -1.28570485316642E-01 -6.25129972576505E-03  1.242723E+02
        1      4   2    1    320   2  32   2880    224 -1.28572778331966E-01 -8.29285012749967E-03  2.166173E+02
        1      4   2    1    320   2  64   2880    448 -1.28580211146126E-01 -8.49442886885340E-03  3.874476E+02
        1      4   2    1    320   2 128   2880    896 -1.28573992735295E-01 -8.49624343222960E-03  5.052236E+02
        1      4   2    1    320   3  16   5120    112 -1.27373598736303E-01 -6.24664714652118E-03  3.201244E+02
        1      4   2    1    320   3  32   5120    224 -1.28124579845039E-01 -8.26259950379130E-03  5.961284E+02
        1      4   2    1    320   3  64   5120    448 -1.28186263464938E-01 -8.46681831257909E-03  8.824591E+02
        1      4   2    1    320   3 128   5120    896 -1.28181467899113E-01 -8.46982210449004E-03  1.284169E+03
        1      4   2    1    320   4  16   8000    112 -1.26330021706137E-01 -6.23378982006767E-03  8.296327E+02
        1      4   2    1    320   4  32   8000    224 -1.28000394207646E-01 -8.25824850340304E-03  1.473593E+03
        1      4   2    1    320   4  64   8000    448 -1.28129578302990E-01 -8.46336742165081E-03  2.618155E+03
        1      4   2    1    320   4 128   8000    896 -1.28129292830487E-01 -8.46648428420429E-03  3.299004E+03
        1      4   2    2   1280   1  16   5120    112 -1.31179116895180E-01 -6.18599371610884E-03  1.694249E+02
        1      4   2    2   1280   1  32   5120    224 -1.31048999219357E-01 -8.23386682796465E-03  2.920816E+02
        1      4   2    2   1280   1  64   5120    448 -1.31046977476994E-01 -8.42556525296653E-03  4.757064E+02
        1      4   2    2   1280   1 128   5120    896 -1.31040901730692E-01 -8.42925579810927E-03  6.574646E+02
        1      4   2    2   1280   2  16  11520    112 -1.27243369640236E-01 -6.24555962486506E-03  5.701238E+02
        1      4   2    2   1280   2  32  11520    224 -1.28190649736441E-01 -8.26519308345050E-03  9.009439E+02
        1      4   2    2   1280   2  64  11520    448 -1.28266372962281E-01 -8.46946601413785E-03  1.743442E+03
        1      4   2    2   1280   2 128  11520    896 -1.28262513745547E-01 -8.47244265441308E-03  2.103705E+03
        1      4   2    2   1280   3  16  20480    112 -1.25584831951010E-01 -6.22814510766817E-03  1.609876E+03
        1      4   2    2   1280   3  32  20480    224 -1.27952467365435E-01 -8.25809417469769E-03  2.486888E+03
        1      4   2    2   1280   3  64  20480    448 -1.28130996995327E-01 -8.46367324897292E-03  4.019379E+03
        1      4   2    2   1280   3 128  20480    896 -1.28134021686076E-01 -8.46693952860676E-03  5.476509E+03
        1      4   2    2   1280   4  16  32000    112 -1.23647534627741E-01 -6.21412320105941E-03  4.514734E+03
        1      4   2    2   1280   4  32  32000    224 -1.27815078616560E-01 -8.25730723048287E-03  6.786665E+03
        1      4   2    2   1280   4  64  32000    448 -1.28119672667350E-01 -8.46413591253180E-03  1.001379E+04
        1      4   2    2   1280   4 128  32000    896 -1.28131008696770E-01 -8.46742595890043E-03  1.435203E+04
        1      4   3    0     80   1  16    320    112 -1.03735497436810E-02 -5.83122903578814E-03  6.272525E+00
        1      4   3    0     80   1  32    320    224 -9.74196062973828E-03 -7.90059647259778E-03  1.352626E+01
        1      4   3    0     80   1  64    320    448 -9.73752888593342E-03 -8.08167264285867E-03  2.532352E+01
        1      4   3    0     80   1 128    320    896 -9.75381075082284E-03 -8.08831831796324E-03  4.816552E+01
        1      4   3    0     80   2  16    720    112 -5.70603350434332E-03 -6.63317217781911E-03  1.527890E+01
