# Time  ForceX  ForceY  Power
0 0.0614610298897948 -0.00418056742263762 0
0.005 0.0614609925946819 -0.00316201675134753 -6.05503996988334e-07
0.01 0.0614611728587713 -0.000191318624033876 -9.80055347528028e-06
0.015 0.0614616475785861 0.00462912650581337 -4.80581925567051e-05
0.02 0.0614626622973331 0.0112019373019043 -0.000146179683223977
0.025 0.0614653054754464 0.0194448374369438 -0.00034273370616476
0.03 0.0614709253827459 0.0292619514640258 -0.000681616918133107
0.035 0.0614805427638614 0.0405670605263717 -0.00121005821893646
0.04 0.0614978347392596 0.0533069494224598 -0.00197698728354365
0.045 0.0615275515989411 0.0674147862796222 -0.00303111546502265
0.05 0.061574146671932 0.0828130256733566 -0.00441949600944429
0.055 0.0616429924565873 0.0994340629277639 -0.00618656249241753
0.06 0.0617410742922131 0.117219710634425 -0.00837319668326011
0.065 0.061876554687605 0.136114308944883 -0.0110158736254333
0.07 0.0620584276866523 0.156063534979357 -0.0141460516169111
0.075 0.06229660089792 0.17701511181225 -0.0177897868274906
0.08 0.0626019435449106 0.198919105406792 -0.0219674471059403
0.085 0.0629862949738267 0.221728685272484 -0.0266935231284629
0.09 0.0634624220751949 0.245400440662348 -0.0319766206538384
0.095 0.0640438810050836 0.269894142079061 -0.0378196618915281
0.1 0.0647449130152775 0.295172920226983 -0.0442202366899271
0.105 0.065580412811002 0.32120369630328 -0.0511709940129746
0.11 0.0665659619496597 0.347957224007668 -0.0586600309084435
0.115 0.067717866560046 0.375407805647065 -0.0666713378398096
0.12 0.0690530961635873 0.403533161530761 -0.0751853655726968
0.125 0.0705891067114264 0.432314504772903 -0.0841797139185243
0.13 0.0723437198781318 0.461736584915287 -0.0936298572249847
0.135 0.0743351748728034 0.491787414170751 -0.10350983514274
0.14 0.0765822305903747 0.522457812400387 -0.113792902466968
0.145 0.0791041983504754 0.553741290110588 -0.124452228553912
0.15 0.0819208993603928 0.58563429298468 -0.135461664207165
0.155 0.0850526345937623 0.618136418106966 -0.146796520416967
0.16 0.0885202225568575 0.65125027852442 -0.158434294834683
0.165 0.0923450469009937 0.684980918049028 -0.170355294315903
0.17 0.0965490882214883 0.719335097440894 -0.182543128384528
0.175 0.101154958194481 0.754320279512308 -0.194984981120149
0.18 0.106185961461158 0.789943364715507 -0.207671579699923
0.185 0.111666154479815 0.826209401689112 -0.220596894552654
0.19 0.117620420530028 0.863120155710138 -0.233757558762691
0.195 0.124074412047114 0.900673041266687 -0.247152263852104
0.2 0.131054482324659 0.938861289595788 -0.260781654886433
0.205 0.138587636714625 0.977674401662999 -0.27464838310068
0.21 0.146701359203547 1.01709865679525 -0.288757212057396
0.215 0.155423523634313 1.05711777239799 -0.303115234433541
0.22 0.164782352779962 1.09771356799216 -0.317732005784235
0.225 0.1748063393526 1.13886617963977 -0.332619318714804
0.23 0.185524254478974 1.18055478093533 -0.347791109323676
0.235 0.196965131221504 1.22275782624199 -0.363262941470727
0.24 0.209158274090875 1.26545337519502 -0.37905151171925
0.245 0.22213317999049 1.30861924567865 -0.395173995701432
0.25 0.235919426870154 1.35223309593184 -0.411647283912931
0.255 0.250546597930103 1.39627267933862 -0.428487411592728
0.26 0.266044322060991 1.4407161608857 -0.445709121090241
0.265 0.282442018117651 1.48554151275294 -0.46332479299366
0.27 0.299768954209913 1.53072689511554 -0.481344122762492
0.275 0.318054161935208 1.57625064645062 -0.499773540759202
0.28 0.33732647412756 1.62209141228074 -0.518615945075402
0.285 0.357614440193082 1.66822774025565 -0.537870151519186
0.29 0.378946223658137 1.71463787900813 -0.557530652539468
0.295 0.401349695448334 1.76129983927022 -0.577587836120717
0.3 0.424852250924546 1.80819066425609 -0.598027646278992
0.305 0.44948065094466 1.85528605828581 -0.618831517249206
0.31 0.475261214282959 1.90256094252276 -0.639977118035425
0.315 0.502219764182938 1.94998939752474 -0.661438516058836
0.32 0.530381546891239 1.99754445098639 -0.68318620840807
0.325 0.559771151986465 2.04519804552397 -0.705187324240465
0.33 0.590412434465257 2.09292095263034 -0.727405840378001
0.335 0.622328299843768 2.14068226557739 -0.749802560914013
0.34 0.655540502605767 2.18844896856289 -0.772335156284717
0.345 0.690069506284875 2.2361856891009 -0.794958374399398
0.35 0.725934142701816 2.28385416445166 -0.817623917796171
0.355 0.763151398137235 2.33141310508434 -0.840280634170614
0.36 0.801736109028728 2.37881789337533 -0.862874470574967
0.365 0.841700617817786 2.42602034982404 -0.88534848153805
0.37 0.883054819903871 2.47296937114775 -0.907643812987605
0.375 0.925806005825365 2.5196110705526 -0.929700166991618
0.38 0.969958531271029 2.56588863226629 -0.951455877686667
0.385 1.01551378377835 2.61174286348581 -0.972848709117232
0.39 1.06247012478123 2.65711273366497 -0.993816561209941
0.395 1.11082273679758 2.70193567278949 -1.01429776726734
