# Time  ForceX  ForceY  Power
0 0.0614610298897948 -0.00418056742263939 0
0.005 0.0614610444117658 -0.00455026118070112 -1.70208207290622e-07
0.01 0.061461032162192 -0.00563608667680171 -8.41185936513054e-07
0.015 0.0614610083992388 -0.0074157617260866 -2.48404843568653e-06
0.02 0.0614609901259533 -0.00986727587838843 -5.86116187176189e-06
0.025 0.0614608917670734 -0.0129693767291199 -1.2006805800005e-05
0.03 0.0614606608868167 -0.0166943917485964 -2.21993674276964e-05
0.035 0.0614604597907109 -0.0210212245384307 -3.79505363378059e-05
0.04 0.0614602126880552 -0.0259341417950942 -6.09971015020604e-05
0.045 0.0614597541476942 -0.0314091254138873 -9.32586010296728e-05
0.05 0.061459092950654 -0.0374209792629756 -0.000136820455430241
0.055 0.0614582802174293 -0.0439482171376966 -0.000193931121792584
0.06 0.0614573015966049 -0.0509704342509831 -0.000266983134606658
0.065 0.061456113063167 -0.0584666942774232 -0.000358490363046235
0.07 0.0614546605695587 -0.0664159725937656 -0.000471071889614393
0.075 0.0614528753206587 -0.0747974522044457 -0.000607437121613451
0.08 0.0614506988277697 -0.0835905143454623 -0.000770370180207813
0.085 0.0614481000219085 -0.0927747837663739 -0.000962715233507702
0.09 0.0614450525618671 -0.102330150783281 -0.00118736232207607
0.095 0.0614415038081413 -0.112236767441999 -0.00144723349038188
0.1 0.0614373705453035 -0.122475055946189 -0.00174526954723317
0.105 0.0614325603684063 -0.133025692159923 -0.00208441698392976
0.11 0.0614269897134188 -0.143869572041749 -0.00246761493226708
0.115 0.0614205790452209 -0.154987802072716 -0.00289778271850955
0.12 0.0614132384402613 -0.166361712677536 -0.00337780821420466
0.125 0.0614048643551879 -0.177972875299731 -0.00391053681078507
0.13 0.0613953464832466 -0.189803121412361 -0.00449876103449603
0.135 0.0613845694532289 -0.201834549773814 -0.00514521049414179
0.14 0.0613724065962951 -0.214049517987406 -0.0058525419208118
0.145 0.06135871578298 -0.226430636851934 -0.00662332963451334
0.15 0.0613433419009717 -0.238960780217407 -0.00746005685741225
0.155 0.0613261214218339 -0.25162309942393 -0.00836510771846452
0.16 0.0613068833531827 -0.264401032150679 -0.0093407596638192
