# Time  ForceX  ForceY  Power
0 0.0602450491696638 -0.000735155720235525 0
0.005 0.0602449659296644 0.000280933329563027 -6.73687655333688e-07
0.01 0.0602451385824647 0.0032432663857076 -1.00503443148862e-05
0.015 0.060245523885575 0.00804987068162966 -4.85480233516581e-05
0.02 0.0602464819045347 0.0146036266554663 -0.000146873314752137
0.025 0.0602489366972794 0.0228132966514956 -0.000343432725371079
0.03 0.0602543365428729 0.0325970555839756 -0.000682019728060947
0.035 0.0602651374017324 0.0438791759842694 -0.001209730558722
0.04 0.0602844300771721 0.0565822840074901 -0.0019750742539222
0.045 0.0603159593167981 0.0706349552486518 -0.00302644582292184
0.05 0.0603645524570828 0.0859725079835361 -0.00441078892963451
0.055 0.0604361730275047 0.102534110203479 -0.00617236574946864
0.06 0.0605381488958259 0.120262763764387 -0.00835180419526936
0.065 0.0606787360754484 0.139100466580475 -0.0109853166234528
0.07 0.0608666479622673 0.158987928516485 -0.0141040705299926
0.075 0.0611114514986948 0.179870836744353 -0.0177338584449724
0.08 0.0614239568655015 0.201701468267323 -0.0218948721325421
0.085 0.06181612008002 0.224435759729893 -0.0266014625704766
0.09 0.0623007516701586 0.248031272539912 -0.0318620734784261
0.095 0.0628913000075104 0.272447627138174 -0.0376794958276602
0.1 0.0636018315698121 0.297648208830395 -0.0440513368819759
0.105 0.0644471505789774 0.323600941714689 -0.0509704154059975
0.11 0.0654428765295185 0.350277426390599 -0.0584249717548111
0.115 0.0666053361960477 0.377652091020034 -0.066398962056461
0.12 0.0679513212785687 0.405702556580477 -0.0748727032197871
0.125 0.0694979339635984 0.434410303991111 -0.0838237491060369
0.13 0.0712626561196572 0.463760479491443 -0.0932276947855779
0.135 0.0732635232791177 0.493741196558029 -0.103058821879954
0.14 0.0755192141333962 0.524343349229309 -0.113290714983271
0.145 0.078049007987816 0.555561109530654 -0.123896959095116
0.15 0.0808726875541961 0.587392339822685 -0.134851879726229
0.155 0.0840104768663461 0.619838229140917 -0.146131223323622
0.16 0.0874830467268002 0.652902288303103 -0.157712769960414
0.165 0.0913115663892214 0.68658935175471 -0.169576936844158
0.17 0.0955177840874979 0.720905072325964 -0.181707389047258
0.175 0.100124135777417 0.755855787155216 -0.194091514477127
0.18 0.105153852820189 0.791448182331244 -0.206720567458978
0.185 0.110631098420421 0.827688130970719 -0.219589246726858
0.19 0.116580965756913 0.86457893904832 -0.232694961163443
